region,count,per100k,date
Tomelilla,120,918,2015-04-01
Torsby,87,728,2015-04-01
Torsås,51,736,2015-04-01
Tranemo,63,542,2015-04-01
Tranås,205,1109,2015-04-01
Trelleborg,462,1070,2015-04-01
Trollhättan,585,1026,2015-04-01
Trosa,68,568,2015-04-01
Tyresö,373,815,2015-04-01
Täby,577,851,2015-04-01
Töreboda,150,1634,2015-04-01
Uddevalla,476,884,2015-04-01
Ulricehamn,151,646,2015-04-01
Umeå,902,750,2015-04-01
Upplands Väsby,473,1120,2015-04-01
Upplands-Bro,335,1312,2015-04-01
Uppsala,1805,865,2015-04-01
Uppvidinge,67,723,2015-04-01
Vadstena,58,784,2015-04-01
Vaggeryd,108,812,2015-04-01
Valdemarsvik,34,441,2015-04-01
Vallentuna,236,734,2015-04-01
Vansbro,17,254,2015-04-01
Vara,163,1043,2015-04-01
Varberg,385,634,2015-04-01
Vaxholm,66,581,2015-04-01
Vellinge,148,430,2015-04-01
Vetlanda,171,639,2015-04-01
Vilhelmina,26,380,2015-04-01
Vimmerby,88,573,2015-04-01
Vindeln,37,688,2015-04-01
Vingåker,99,1108,2015-04-01
Vårgårda,89,800,2015-04-01
Vänersborg,336,881,2015-04-01
Vännäs,68,790,2015-04-01
Värmdö,318,779,2015-04-01
Värnamo,230,689,2015-04-01
Västervik,202,561,2015-04-01
Västerås,1527,1057,2015-04-01
Växjö,837,956,2015-04-01
Ydre,6,164,2015-04-01
Ystad,245,848,2015-04-01
Åmål,108,867,2015-04-01
Ånge,53,559,2015-04-01
Åre,92,867,2015-04-01
Årjäng,80,813,2015-04-01
Åsele,12,423,2015-04-01
Åstorp,196,1296,2015-04-01
Åtvidaberg,56,487,2015-04-01
Älmhult,114,711,2015-04-01
Älvdalen,43,610,2015-04-01
Älvkarleby,57,617,2015-04-01
Älvsbyn,38,465,2015-04-01
Ängelholm,479,1183,2015-04-01
Öckerö,50,395,2015-04-01
Ödeshög,25,477,2015-04-01
Örebro,1751,1221,2015-04-01
Örkelljunga,110,1125,2015-04-01
Örnsköldsvik,306,552,2015-04-01
Östersund,525,864,2015-04-01
Österåker,381,915,2015-04-01
Östhammar,99,461,2015-04-01
Östra Göinge,100,715,2015-04-01
Överkalix,15,441,2015-04-01
Övertorneå,12,258,2015-04-01
Ale,168,582,2016-04-01
Alingsås,350,884,2016-04-01
Alvesta,112,572,2016-04-01
Aneby,45,688,2016-04-01
Arboga,110,794,2016-04-01
Arjeplog,28,970,2016-04-01
Arvidsjaur,35,541,2016-04-01
Arvika,190,735,2016-04-01
Askersund,117,1049,2016-04-01
Avesta,201,882,2016-04-01
Bengtsfors,64,665,2016-04-01
Berg,40,569,2016-04-01
Bjurholm,24,978,2016-04-01
Bjuv,135,902,2016-04-01
Boden,265,949,2016-04-01
Bollebygd,53,602,2016-04-01
Bollnäs,221,831,2016-04-01
Borgholm,73,683,2016-04-01
Borlänge,649,1273,2016-04-01
Borås,1146,1056,2016-04-01
Botkyrka,1228,1373,2016-04-01
Boxholm,25,469,2016-04-01
Bromölla,88,703,2016-04-01
Bräcke,29,449,2016-04-01
Burlöv,185,1061,2016-04-01
Båstad,100,696,2016-04-01
Dals-Ed,32,667,2016-04-01
Danderyd,320,987,2016-04-01
Degerfors,49,513,2016-04-01
Dorotea,9,328,2016-04-01
Eda,59,694,2016-04-01
Ekerö,145,537,2016-04-01
Eksjö,151,899,2016-04-01
Emmaboda,82,902,2016-04-01
Enköping,426,1017,2016-04-01
Eskilstuna,1368,1340,2016-04-01
Eslöv,419,1292,2016-04-01
Essunga,34,608,2016-04-01
Fagersta,256,1927,2016-04-01
Falkenberg,453,1055,2016-04-01
Falköping,260,800,2016-04-01
Falun,393,689,2016-04-01
Filipstad,106,998,2016-04-01
Finspång,117,552,2016-04-01
Flen,166,1010,2016-04-01
Forshaga,58,510,2016-04-01
Färgelanda,42,647,2016-04-01
Gagnef,42,417,2016-04-01
Gislaved,223,762,2016-04-01
Gnesta,63,592,2016-04-01
Gnosjö,45,473,2016-04-01
Gotland,403,702,2016-04-01
Grums,76,850,2016-04-01
Grästorp,23,408,2016-04-01
Gullspång,30,574,2016-04-01
Gällivare,108,596,2016-04-01
Gävle,1034,1046,2016-04-01
Göteborg,8388,1530,2016-04-01
Götene,83,631,2016-04-01
Habo,51,451,2016-04-01
Hagfors,86,727,2016-04-01
Hallsberg,140,903,2016-04-01
Hallstahammar,153,978,2016-04-01
Halmstad,1021,1053,2016-04-01
Hammarö,84,545,2016-04-01
Haninge,1056,1259,2016-04-01
Haparanda,88,895,2016-04-01
Heby,59,434,2016-04-01
Heby,0,0,2016-04-01
Hedemora,130,853,2016-04-01
Helsingborg,1762,1278,2016-04-01
Herrljunga,70,749,2016-04-01
Hjo,62,690,2016-04-01
Hofors,40,424,2016-04-01
Huddinge,1427,1355,2016-04-01
Hudiksvall,251,679,2016-04-01
Hultsfred,107,769,2016-04-01
Hylte,91,866,2016-04-01
Håbo,190,937,2016-04-01
Hällefors,39,555,2016-04-01
Härjedalen,88,858,2016-04-01
Härnösand,293,1169,2016-04-01
Härryda,311,849,2016-04-01
Hässleholm,462,905,2016-04-01
Höganäs,151,590,2016-04-01
Högsby,68,1161,2016-04-01
Hörby,136,905,2016-04-01
Höör,153,958,2016-04-01
Jokkmokk,35,690,2016-04-01
Järfälla,827,1142,2016-04-01
Jönköping,1092,819,2016-04-01
Kalix,159,979,2016-04-01
Kalmar,555,845,2016-04-01
Karlsborg,41,606,2016-04-01
Karlshamn,238,747,2016-04-01
Karlskoga,276,911,2016-04-01
Karlskrona,435,665,2016-04-01
Karlstad,732,820,2016-04-01
Katrineholm,433,1294,2016-04-01
Kil,57,483,2016-04-01
Kinda,66,674,2016-04-01
Kiruna,134,578,2016-04-01
Klippan,170,1005,2016-04-01
Knivsta,97,575,2016-04-01
Kramfors,165,899,2016-04-01
Kristianstad,953,1155,2016-04-01
Kristinehamn,258,1063,2016-04-01
Krokom,95,643,2016-04-01
Kumla,172,813,2016-04-01
Kungsbacka,451,570,2016-04-01
Kungsör,49,587,2016-04-01
Kungälv,262,613,2016-04-01
Kävlinge,191,634,2016-04-01
Köping,245,959,2016-04-01
Laholm,208,860,2016-04-01
Landskrona,503,1144,2016-04-01
Laxå,61,1079,2016-04-01
Lekeberg,16,214,2016-04-01
Leksand,87,568,2016-04-01
Lerum,240,597,2016-04-01
Lessebo,86,1010,2016-04-01
Lidingö,251,542,2016-04-01
Lidköping,321,823,2016-04-01
Lilla Edet,112,850,2016-04-01
Lindesberg,192,815,2016-04-01
Linköping,1406,919,2016-04-01
Ljungby,239,865,2016-04-01
Ljusdal,101,531,2016-04-01
Ljusnarsberg,68,1380,2016-04-01
Lomma,150,643,2016-04-01
Ludvika,216,819,2016-04-01
Luleå,578,760,2016-04-01
Lund,1203,1030,2016-04-01
Lycksele,111,912,2016-04-01
Lysekil,119,823,2016-04-01
Malmö,4945,1533,2016-04-01
Malung-Sälen,120,1196,2016-04-01
Malå,9,289,2016-04-01
Mariestad,192,799,2016-04-01
Mark,237,699,2016-04-01
Markaryd,102,1043,2016-04-01
Mellerud,83,905,2016-04-01
Mjölby,144,541,2016-04-01
Mora,167,831,2016-04-01
Motala,328,765,2016-04-01
Mullsjö,32,447,2016-04-01
Munkedal,70,686,2016-04-01
Munkfors,27,737,2016-04-01
Mölndal,484,764,2016-04-01
Mönsterås,90,685,2016-04-01
Mörbylånga,54,368,2016-04-01
Nacka,835,852,2016-04-01
Nora,47,448,2016-04-01
Norberg,64,1103,2016-04-01
Nordanstig,41,432,2016-04-01
Nordmaling,51,722,2016-04-01
Norrköping,1353,987,2016-04-01
Norrtälje,538,917,2016-04-01
Norsjö,20,479,2016-04-01
Nybro,166,840,2016-04-01
Nykvarn,53,520,2016-04-01
Nyköping,655,1207,2016-04-01
Nynäshamn,231,840,2016-04-01
Nässjö,282,926,2016-04-01
Ockelbo,43,735,2016-04-01
Olofström,144,1093,2016-04-01
Orsa,54,800,2016-04-01
Orust,79,526,2016-04-01
Osby,75,579,2016-04-01
Oskarshamn,200,756,2016-04-01
Ovanåker,61,532,2016-04-01
Oxelösund,90,769,2016-04-01
Pajala,20,323,2016-04-01
Partille,381,1030,2016-04-01
Perstorp,90,1248,2016-04-01
Piteå,226,544,2016-04-01
Ragunda,15,278,2016-04-01
Robertsfors,20,295,2016-04-01
Ronneby,250,871,2016-04-01
Rättvik,63,586,2016-04-01
Sala,190,859,2016-04-01
Salem,120,731,2016-04-01
Sandviken,338,882,2016-04-01
Sigtuna,638,1425,2016-04-01
Simrishamn,124,650,2016-04-01
Sjöbo,135,729,2016-04-01
Skara,175,935,2016-04-01
Skellefteå,547,759,2016-04-01
Skinnskatteberg,22,492,2016-04-01
Skurup,125,825,2016-04-01
Skövde,414,773,2016-04-01
Smedjebacken,65,602,2016-04-01
Sollefteå,213,1077,2016-04-01
Sollentuna,656,934,2016-04-01
Solna,1047,1375,2016-04-01
Sorsele,18,715,2016-04-01
Sotenäs,44,489,2016-04-01
Staffanstorp,159,688,2016-04-01
Stenungsund,190,745,2016-04-01
Stockholm,16843,1824,2016-04-01
Storfors,15,372,2016-04-01
Storuman,31,522,2016-04-01
Strängnäs,282,827,2016-04-01
Strömstad,134,1042,2016-04-01
Strömsund,87,743,2016-04-01
Sundbyberg,606,1314,2016-04-01
Sundsvall,937,960,2016-04-01
Sunne,94,712,2016-04-01
Surahammar,97,971,2016-04-01
Svalöv,128,937,2016-04-01
Svedala,128,626,2016-04-01
Svenljunga,102,971,2016-04-01
Säffle,111,722,2016-04-01
Säter,78,709,2016-04-01
Sävsjö,82,730,2016-04-01
Söderhamn,250,970,2016-04-01
Söderköping,77,541,2016-04-01
Södertälje,1254,1345,2016-04-01
Sölvesborg,159,927,2016-04-01
Tanum,98,787,2016-04-01
Tibro,61,556,2016-04-01
Tidaholm,110,868,2016-04-01
Tierp,153,745,2016-04-01
Timrå,98,545,2016-04-01
Tingsryd,76,620,2016-04-01
Tjörn,85,555,2016-04-01
Tomelilla,140,1066,2016-04-01
Torsby,76,638,2016-04-01
Torsås,35,504,2016-04-01
Tranemo,71,611,2016-04-01
Tranås,201,1084,2016-04-01
Trelleborg,344,793,2016-04-01
Trollhättan,509,892,2016-04-01
Trosa,85,704,2016-04-01
Tyresö,454,983,2016-04-01
Täby,553,810,2016-04-01
Töreboda,77,829,2016-04-01
Uddevalla,543,1002,2016-04-01
Ulricehamn,119,507,2016-04-01
Umeå,915,758,2016-04-01
Upplands Väsby,461,1081,2016-04-01
Upplands-Bro,297,1152,2016-04-01
Uppsala,1803,858,2016-04-01
Uppvidinge,88,944,2016-04-01
Vadstena,77,1040,2016-04-01
Vaggeryd,81,606,2016-04-01
Valdemarsvik,54,697,2016-04-01
Vallentuna,294,908,2016-04-01
Vansbro,18,268,2016-04-01
Vara,109,696,2016-04-01
Varberg,406,665,2016-04-01
Vaxholm,49,431,2016-04-01
Vellinge,175,505,2016-04-01
Vetlanda,203,755,2016-04-01
Vilhelmina,55,805,2016-04-01
Vimmerby,104,674,2016-04-01
Vindeln,24,447,2016-04-01
Vingåker,94,1050,2016-04-01
Vårgårda,90,806,2016-04-01
Vänersborg,271,706,2016-04-01
Vännäs,54,628,2016-04-01
Värmdö,339,825,2016-04-01
Värnamo,278,831,2016-04-01
Västervik,252,699,2016-04-01
Västerås,1254,864,2016-04-01
Växjö,805,914,2016-04-01
Ydre,17,465,2016-04-01
Ystad,181,624,2016-04-01
Åmål,77,611,2016-04-01
Ånge,66,695,2016-04-01
Åre,105,983,2016-04-01
Årjäng,57,578,2016-04-01
Åsele,15,530,2016-04-01
Åstorp,192,1264,2016-04-01
Åtvidaberg,39,338,2016-04-01
Älmhult,106,656,2016-04-01
Älvdalen,38,540,2016-04-01
Älvkarleby,49,527,2016-04-01
Älvsbyn,41,501,2016-04-01
Ängelholm,322,791,2016-04-01
Öckerö,42,331,2016-04-01
Ödeshög,43,821,2016-04-01
Örebro,1714,1189,2016-04-01
Örkelljunga,123,1251,2016-04-01
Örnsköldsvik,389,700,2016-04-01
Östersund,555,909,2016-04-01
Österåker,374,888,2016-04-01
Östhammar,117,543,2016-04-01
Östra Göinge,99,702,2016-04-01
Överkalix,30,884,2016-04-01
Övertorneå,31,673,2016-04-01
Ale,238,851,2013-08-01
Alingsås,307,798,2013-08-01
Alvesta,116,606,2013-08-01
Aneby,42,657,2013-08-01
Arboga,163,1214,2013-08-01
Arjeplog,16,530,2013-08-01
Arvidsjaur,34,526,2013-08-01
Arvika,234,906,2013-08-01
Askersund,80,724,2013-08-01
Avesta,193,897,2013-08-01
Bengtsfors,65,679,2013-08-01
Berg,37,515,2013-08-01
Bjurholm,11,453,2013-08-01
Bjuv,266,1793,2013-08-01
Boden,259,934,2013-08-01
Bollebygd,50,586,2013-08-01
Bollnäs,242,925,2013-08-01
Borgholm,98,916,2013-08-01
Borlänge,611,1228,2013-08-01
Borås,1024,971,2013-08-01
Botkyrka,1083,1246,2013-08-01
Boxholm,34,649,2013-08-01
Bromölla,103,838,2013-08-01
Bräcke,40,605,2013-08-01
Burlöv,216,1266,2013-08-01
Båstad,110,771,2013-08-01
Dals-Ed,25,532,2013-08-01
Danderyd,307,957,2013-08-01
Degerfors,85,896,2013-08-01
Dorotea,19,685,2013-08-01
Eda,71,839,2013-08-01
Ekerö,218,830,2013-08-01
Eksjö,159,969,2013-08-01
Emmaboda,120,1337,2013-08-01
Enköping,404,997,2013-08-01
Eskilstuna,1225,1234,2013-08-01
Eslöv,292,917,2013-08-01
Essunga,47,855,2013-08-01
Fagersta,121,949,2013-08-01
Falkenberg,385,924,2013-08-01
Falköping,233,732,2013-08-01
Falun,443,783,2013-08-01
Filipstad,144,1364,2013-08-01
Finspång,139,667,2013-08-01
Flen,153,951,2013-08-01
Forshaga,56,496,2013-08-01
Färgelanda,43,658,2013-08-01
Gagnef,98,978,2013-08-01
Gislaved,166,578,2013-08-01
Gnesta,68,652,2013-08-01
Gnosjö,97,1034,2013-08-01
Gotland,529,925,2013-08-01
Grums,106,1187,2013-08-01
Grästorp,30,532,2013-08-01
Gullspång,26,500,2013-08-01
Gällivare,173,944,2013-08-01
Gävle,1207,1248,2013-08-01
Göteborg,8164,1541,2013-08-01
Götene,104,796,2013-08-01
Habo,46,421,2013-08-01
Hagfors,84,693,2013-08-01
Hallsberg,126,825,2013-08-01
Hallstahammar,147,952,2013-08-01
Halmstad,1098,1172,2013-08-01
Hammarö,53,351,2013-08-01
Haninge,843,1051,2013-08-01
Haparanda,98,990,2013-08-01
Heby,120,895,2013-08-01
Heby,0,0,2013-08-01
Hedemora,149,991,2013-08-01
Helsingborg,1947,1469,2013-08-01
Herrljunga,59,636,2013-08-01
Hjo,46,522,2013-08-01
Hofors,77,809,2013-08-01
Huddinge,1336,1313,2013-08-01
Hudiksvall,226,614,2013-08-01
Hultsfred,102,750,2013-08-01
Hylte,107,1068,2013-08-01
Håbo,185,928,2013-08-01
Hällefors,39,558,2013-08-01
Härjedalen,59,575,2013-08-01
Härnösand,226,924,2013-08-01
Härryda,306,863,2013-08-01
Hässleholm,426,849,2013-08-01
Höganäs,150,601,2013-08-01
Högsby,57,996,2013-08-01
Hörby,178,1192,2013-08-01
Höör,214,1373,2013-08-01
Jokkmokk,72,1418,2013-08-01
Järfälla,719,1047,2013-08-01
Jönköping,1143,878,2013-08-01
Kalix,116,705,2013-08-01
Kalmar,577,905,2013-08-01
Karlsborg,33,490,2013-08-01
Karlshamn,272,872,2013-08-01
Karlskoga,329,1109,2013-08-01
Karlskrona,687,1077,2013-08-01
Karlstad,872,998,2013-08-01
Katrineholm,356,1087,2013-08-01
Kil,129,1094,2013-08-01
Kinda,40,409,2013-08-01
Kiruna,139,602,2013-08-01
Klippan,191,1145,2013-08-01
Knivsta,83,538,2013-08-01
Kramfors,203,1098,2013-08-01
Kristianstad,811,1004,2013-08-01
Kristinehamn,227,952,2013-08-01
Krokom,51,349,2013-08-01
Kumla,172,826,2013-08-01
Kungsbacka,452,586,2013-08-01
Kungsör,33,407,2013-08-01
Kungälv,411,980,2013-08-01
Kävlinge,248,840,2013-08-01
Köping,232,926,2013-08-01
Laholm,214,911,2013-08-01
Landskrona,574,1341,2013-08-01
Laxå,93,1671,2013-08-01
Lekeberg,65,891,2013-08-01
Leksand,82,541,2013-08-01
Lerum,281,717,2013-08-01
Lessebo,56,697,2013-08-01
Lidingö,276,616,2013-08-01
Lidköping,324,845,2013-08-01
Lilla Edet,104,819,2013-08-01
Lindesberg,167,724,2013-08-01
Linköping,1474,987,2013-08-01
Ljungby,214,782,2013-08-01
Ljusdal,143,756,2013-08-01
Ljusnarsberg,64,1316,2013-08-01
Lomma,182,813,2013-08-01
Ludvika,253,985,2013-08-01
Luleå,627,834,2013-08-01
Lund,1251,1101,2013-08-01
Lycksele,153,1243,2013-08-01
Lysekil,93,647,2013-08-01
Malmö,5386,1735,2013-08-01
Malung-Sälen,87,860,2013-08-01
Malå,23,724,2013-08-01
Mariestad,166,697,2013-08-01
Mark,258,764,2013-08-01
Markaryd,101,1064,2013-08-01
Mellerud,63,706,2013-08-01
Mjölby,155,590,2013-08-01
Mora,136,679,2013-08-01
Motala,431,1026,2013-08-01
Mullsjö,42,595,2013-08-01
Munkedal,92,903,2013-08-01
Munkfors,23,630,2013-08-01
Mölndal,597,966,2013-08-01
Mönsterås,78,606,2013-08-01
Mörbylånga,72,503,2013-08-01
Nacka,770,822,2013-08-01
Nora,89,858,2013-08-01
Norberg,45,801,2013-08-01
Nordanstig,48,505,2013-08-01
Nordmaling,24,342,2013-08-01
Norrköping,1590,1196,2013-08-01
Norrtälje,567,999,2013-08-01
Norsjö,20,479,2013-08-01
Nybro,198,1016,2013-08-01
Nykvarn,141,1487,2013-08-01
Nyköping,629,1194,2013-08-01
Nynäshamn,275,1031,2013-08-01
Nässjö,318,1080,2013-08-01
Ockelbo,35,602,2013-08-01
Olofström,68,527,2013-08-01
Orsa,43,628,2013-08-01
Orust,94,624,2013-08-01
Osby,139,1097,2013-08-01
Oskarshamn,163,623,2013-08-01
Ovanåker,77,677,2013-08-01
Oxelösund,167,1475,2013-08-01
Pajala,57,906,2013-08-01
Partille,339,942,2013-08-01
Perstorp,102,1433,2013-08-01
Piteå,246,597,2013-08-01
Ragunda,34,622,2013-08-01
Robertsfors,17,253,2013-08-01
Ronneby,198,711,2013-08-01
Rättvik,152,1410,2013-08-01
Sala,224,1033,2013-08-01
Salem,130,816,2013-08-01
Sandviken,358,963,2013-08-01
Sigtuna,640,1495,2013-08-01
Simrishamn,133,701,2013-08-01
Sjöbo,118,643,2013-08-01
Skara,197,1069,2013-08-01
Skellefteå,483,672,2013-08-01
Skinnskatteberg,30,682,2013-08-01
Skurup,107,714,2013-08-01
Skövde,428,815,2013-08-01
Smedjebacken,52,487,2013-08-01
Sollefteå,211,1072,2013-08-01
Sollentuna,679,1006,2013-08-01
Solna,880,1222,2013-08-01
Sorsele,38,1443,2013-08-01
Sotenäs,68,758,2013-08-01
Staffanstorp,156,690,2013-08-01
Stenungsund,212,851,2013-08-01
Stockholm,18168,2043,2013-08-01
Storfors,20,483,2013-08-01
Storuman,34,569,2013-08-01
Strängnäs,290,873,2013-08-01
Strömstad,207,1671,2013-08-01
Strömsund,119,987,2013-08-01
Sundbyberg,489,1172,2013-08-01
Sundsvall,1149,1187,2013-08-01
Sunne,78,597,2013-08-01
Surahammar,98,994,2013-08-01
Svalöv,115,864,2013-08-01
Svedala,142,709,2013-08-01
Svenljunga,61,594,2013-08-01
Säffle,97,634,2013-08-01
Säter,68,626,2013-08-01
Sävsjö,111,1018,2013-08-01
Söderhamn,312,1232,2013-08-01
Söderköping,81,572,2013-08-01
Södertälje,1201,1330,2013-08-01
Sölvesborg,189,1125,2013-08-01
Tanum,120,977,2013-08-01
Tibro,90,840,2013-08-01
Tidaholm,85,677,2013-08-01
Tierp,208,1032,2013-08-01
Timrå,116,643,2013-08-01
Tingsryd,87,716,2013-08-01
Tjörn,101,673,2013-08-01
Tomelilla,113,876,2013-08-01
Torsby,66,545,2013-08-01
Torsås,48,699,2013-08-01
Tranemo,46,398,2013-08-01
Tranås,178,980,2013-08-01
Trelleborg,467,1093,2013-08-01
Trollhättan,594,1058,2013-08-01
Trosa,79,681,2013-08-01
Tyresö,335,761,2013-08-01
Täby,623,946,2013-08-01
Töreboda,81,900,2013-08-01
Uddevalla,547,1036,2013-08-01
Ulricehamn,223,965,2013-08-01
Umeå,929,788,2013-08-01
Upplands Väsby,409,995,2013-08-01
Upplands-Bro,229,934,2013-08-01
Uppsala,1977,970,2013-08-01
Uppvidinge,73,786,2013-08-01
Vadstena,49,666,2013-08-01
Vaggeryd,85,645,2013-08-01
Valdemarsvik,58,764,2013-08-01
Vallentuna,241,767,2013-08-01
Vansbro,30,444,2013-08-01
Vara,103,661,2013-08-01
Varberg,414,695,2013-08-01
Vaxholm,70,627,2013-08-01
Vellinge,202,599,2013-08-01
Vetlanda,165,626,2013-08-01
Vilhelmina,45,651,2013-08-01
Vimmerby,80,521,2013-08-01
Vindeln,41,766,2013-08-01
Vingåker,73,829,2013-08-01
Vårgårda,88,797,2013-08-01
Vänersborg,339,912,2013-08-01
Vännäs,29,339,2013-08-01
Värmdö,339,856,2013-08-01
Värnamo,292,883,2013-08-01
Västervik,261,727,2013-08-01
Västerås,1719,1216,2013-08-01
Växjö,876,1027,2013-08-01
Ydre,14,387,2013-08-01
Ystad,257,899,2013-08-01
Åmål,107,876,2013-08-01
Ånge,126,1313,2013-08-01
Åre,56,538,2013-08-01
Årjäng,100,1009,2013-08-01
Åsele,36,1234,2013-08-01
Åstorp,179,1204,2013-08-01
Åtvidaberg,38,332,2013-08-01
Älmhult,94,597,2013-08-01
Älvdalen,64,899,2013-08-01
Älvkarleby,69,759,2013-08-01
Älvsbyn,70,855,2013-08-01
Ängelholm,301,756,2013-08-01
Öckerö,66,526,2013-08-01
Ödeshög,31,598,2013-08-01
Örebro,1846,1321,2013-08-01
Örkelljunga,84,870,2013-08-01
Örnsköldsvik,300,545,2013-08-01
Östersund,544,911,2013-08-01
Österåker,322,797,2013-08-01
Östhammar,138,648,2013-08-01
Östra Göinge,116,850,2013-08-01
Överkalix,24,692,2013-08-01
Övertorneå,26,548,2013-08-01
Ale,176,623,2014-08-01
Alingsås,319,820,2014-08-01
Alvesta,118,609,2014-08-01
Aneby,52,812,2014-08-01
Arboga,126,929,2014-08-01
Arjeplog,8,272,2014-08-01
Arvidsjaur,69,1065,2014-08-01
Arvika,228,884,2014-08-01
Askersund,76,684,2014-08-01
Avesta,191,876,2014-08-01
Bengtsfors,82,858,2014-08-01
Berg,42,590,2014-08-01
Bjurholm,18,737,2014-08-01
Bjuv,170,1145,2014-08-01
Boden,210,754,2014-08-01
Bollebygd,40,465,2014-08-01
Bollnäs,272,1036,2014-08-01
Borgholm,105,986,2014-08-01
Borlänge,620,1231,2014-08-01
Borås,1018,956,2014-08-01
Botkyrka,1056,1197,2014-08-01
Boxholm,26,491,2014-08-01
Bromölla,97,784,2014-08-01
Bräcke,37,568,2014-08-01
Burlöv,165,961,2014-08-01
Båstad,105,732,2014-08-01
Dals-Ed,31,652,2014-08-01
Danderyd,305,945,2014-08-01
Degerfors,79,830,2014-08-01
Dorotea,16,580,2014-08-01
Eda,122,1446,2014-08-01
Ekerö,176,663,2014-08-01
Eksjö,194,1174,2014-08-01
Emmaboda,65,723,2014-08-01
Enköping,394,963,2014-08-01
Eskilstuna,1417,1412,2014-08-01
Eslöv,395,1232,2014-08-01
Essunga,21,381,2014-08-01
Fagersta,160,1231,2014-08-01
Falkenberg,403,956,2014-08-01
Falköping,262,817,2014-08-01
Falun,352,619,2014-08-01
Filipstad,103,973,2014-08-01
Finspång,141,671,2014-08-01
Flen,208,1284,2014-08-01
Forshaga,70,618,2014-08-01
Färgelanda,60,922,2014-08-01
Gagnef,64,638,2014-08-01
Gislaved,210,731,2014-08-01
Gnesta,72,688,2014-08-01
Gnosjö,45,476,2014-08-01
Gotland,514,898,2014-08-01
Grums,65,727,2014-08-01
Grästorp,64,1136,2014-08-01
Gullspång,30,576,2014-08-01
Gällivare,122,667,2014-08-01
Gävle,1269,1298,2014-08-01
Göteborg,8248,1535,2014-08-01
Götene,92,705,2014-08-01
Habo,54,489,2014-08-01
Hagfors,88,734,2014-08-01
Hallsberg,150,981,2014-08-01
Hallstahammar,136,874,2014-08-01
Halmstad,874,922,2014-08-01
Hammarö,68,447,2014-08-01
Haninge,912,1117,2014-08-01
Haparanda,102,1038,2014-08-01
Heby,115,854,2014-08-01
Heby,0,0,2014-08-01
Hedemora,135,897,2014-08-01
Helsingborg,2089,1557,2014-08-01
Herrljunga,53,568,2014-08-01
Hjo,41,464,2014-08-01
Hofors,56,591,2014-08-01
Huddinge,1256,1215,2014-08-01
Hudiksvall,318,862,2014-08-01
Hultsfred,81,592,2014-08-01
Hylte,130,1282,2014-08-01
Håbo,164,820,2014-08-01
Hällefors,41,589,2014-08-01
Härjedalen,45,439,2014-08-01
Härnösand,303,1230,2014-08-01
Härryda,297,825,2014-08-01
Hässleholm,572,1135,2014-08-01
Höganäs,143,568,2014-08-01
Högsby,41,713,2014-08-01
Hörby,181,1213,2014-08-01
Höör,240,1528,2014-08-01
Jokkmokk,44,867,2014-08-01
Järfälla,853,1220,2014-08-01
Jönköping,1347,1025,2014-08-01
Kalix,223,1364,2014-08-01
Kalmar,527,820,2014-08-01
Karlsborg,54,797,2014-08-01
Karlshamn,215,684,2014-08-01
Karlskoga,330,1104,2014-08-01
Karlskrona,473,738,2014-08-01
Karlstad,859,975,2014-08-01
Katrineholm,437,1320,2014-08-01
Kil,68,574,2014-08-01
Kinda,63,643,2014-08-01
Kiruna,136,586,2014-08-01
Klippan,213,1274,2014-08-01
Knivsta,90,568,2014-08-01
Kramfors,278,1507,2014-08-01
Kristianstad,859,1055,2014-08-01
Kristinehamn,249,1036,2014-08-01
Krokom,75,512,2014-08-01
Kumla,162,773,2014-08-01
Kungsbacka,482,620,2014-08-01
Kungsör,92,1119,2014-08-01
Kungälv,396,938,2014-08-01
Kävlinge,250,842,2014-08-01
Köping,226,893,2014-08-01
Laholm,165,698,2014-08-01
Landskrona,638,1473,2014-08-01
Laxå,134,2383,2014-08-01
Lekeberg,32,437,2014-08-01
Leksand,75,493,2014-08-01
Lerum,257,650,2014-08-01
Lessebo,45,552,2014-08-01
Lidingö,290,640,2014-08-01
Lidköping,350,907,2014-08-01
Lilla Edet,119,920,2014-08-01
Lindesberg,250,1077,2014-08-01
Linköping,1305,864,2014-08-01
Ljungby,184,672,2014-08-01
Ljusdal,151,797,2014-08-01
Ljusnarsberg,62,1267,2014-08-01
Lomma,147,647,2014-08-01
Ludvika,258,997,2014-08-01
Luleå,663,876,2014-08-01
Lund,1145,995,2014-08-01
Lycksele,104,850,2014-08-01
Lysekil,125,872,2014-08-01
Malmö,5238,1660,2014-08-01
Malung-Sälen,75,749,2014-08-01
Malå,20,638,2014-08-01
Mariestad,189,791,2014-08-01
Mark,234,692,2014-08-01
Markaryd,79,829,2014-08-01
Mellerud,60,673,2014-08-01
Mjölby,247,937,2014-08-01
Mora,171,855,2014-08-01
Motala,352,831,2014-08-01
Mullsjö,39,551,2014-08-01
Munkedal,216,2113,2014-08-01
Munkfors,31,848,2014-08-01
Mölndal,479,767,2014-08-01
Mönsterås,76,584,2014-08-01
Mörbylånga,84,582,2014-08-01
Nacka,674,707,2014-08-01
Nora,67,646,2014-08-01
Norberg,91,1607,2014-08-01
Nordanstig,55,579,2014-08-01
Nordmaling,49,695,2014-08-01
Norrköping,1501,1116,2014-08-01
Norrtälje,591,1033,2014-08-01
Norsjö,44,1053,2014-08-01
Nybro,163,832,2014-08-01
