Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2014;Jan;218;772;
Ale kommun;Våldsbrott ;2014;Jan;13;46;
Ale kommun;Hot-, kränknings- och frihetsbrott;2014;Jan;38;135;
Ale kommun;Vårdslöshet- och vållandebrott;2014;Jan;1;4;
Ale kommun;Stöldbrott;2014;Jan;98;347;
Ale kommun;Bilbrott;2014;Jan;22;78;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2014;Jan;22;78;
Ale kommun;Vissa trafikbrott;2014;Jan;9;32;
Ale kommun;Alkohol- och narkotikabrott;2014;Jan;21;74;
Ale kommun;Vapenbrott;2014;Jan;1;4;
Alingsås kommun;Totalt antal brott;2014;Jan;250;643;
Alingsås kommun;Våldsbrott ;2014;Jan;19;49;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2014;Jan;34;87;
Alingsås kommun;Vårdslöshet- och vållandebrott;2014;Jan;1;3;
Alingsås kommun;Stöldbrott;2014;Jan;98;252;
Alingsås kommun;Bilbrott;2014;Jan;25;64;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2014;Jan;22;57;
Alingsås kommun;Vissa trafikbrott;2014;Jan;31;80;
Alingsås kommun;Alkohol- och narkotikabrott;2014;Jan;21;54;
Alingsås kommun;Vapenbrott;2014;Jan;2;5;
Alvesta kommun;Totalt antal brott;2014;Jan;101;521;
Alvesta kommun;Våldsbrott ;2014;Jan;7;36;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2014;Jan;12;62;
Alvesta kommun;Vårdslöshet- och vållandebrott;2014;Jan;0;0;
Alvesta kommun;Stöldbrott;2014;Jan;36;186;
Alvesta kommun;Bilbrott;2014;Jan;8;41;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2014;Jan;11;57;
Alvesta kommun;Vissa trafikbrott;2014;Jan;15;77;
Alvesta kommun;Alkohol- och narkotikabrott;2014;Jan;14;72;
Alvesta kommun;Vapenbrott;2014;Jan;4;21;
Aneby kommun;Totalt antal brott;2014;Jan;31;484;
Aneby kommun;Våldsbrott ;2014;Jan;5;78;
Aneby kommun;Hot-, kränknings- och frihetsbrott;2014;Jan;8;125;
Aneby kommun;Vårdslöshet- och vållandebrott;2014;Jan;1;16;
Aneby kommun;Stöldbrott;2014;Jan;11;172;
Aneby kommun;Bilbrott;2014;Jan;1;16;
Aneby kommun;Skadegörelsebrott (inkl. mordbrand);2014;Jan;1;16;
Aneby kommun;Vissa trafikbrott;2014;Jan;1;16;
Aneby kommun;Alkohol- och narkotikabrott;2014;Jan;1;16;
Aneby kommun;Vapenbrott;2014;Jan;0;0;
Arboga kommun;Totalt antal brott;2014;Jan;124;914;
Arboga kommun;Våldsbrott ;2014;Jan;13;96;
Arboga kommun;Hot-, kränknings- och frihetsbrott;2014;Jan;25;184;
Arboga kommun;Vårdslöshet- och vållandebrott;2014;Jan;0;0;
Arboga kommun;Stöldbrott;2014;Jan;28;206;
Arboga kommun;Bilbrott;2014;Jan;10;74;
Arboga kommun;Skadegörelsebrott (inkl. mordbrand);2014;Jan;8;59;
Arboga kommun;Vissa trafikbrott;2014;Jan;29;214;
Arboga kommun;Alkohol- och narkotikabrott;2014;Jan;23;170;
Arboga kommun;Vapenbrott;2014;Jan;2;15;
Arjeplog kommun;Totalt antal brott;2014;Jan;22;747;
Arjeplog kommun;Våldsbrott ;2014;Jan;3;102;
Arjeplog kommun;Hot-, kränknings- och frihetsbrott;2014;Jan;2;68;
Arjeplog kommun;Vårdslöshet- och vållandebrott;2014;Jan;0;0;
Arjeplog kommun;Stöldbrott;2014;Jan;9;306;
Arjeplog kommun;Bilbrott;2014;Jan;4;136;
Arjeplog kommun;Skadegörelsebrott (inkl. mordbrand);2014;Jan;3;102;
Arjeplog kommun;Vissa trafikbrott;2014;Jan;2;68;
Arjeplog kommun;Alkohol- och narkotikabrott;2014;Jan;3;102;
Arjeplog kommun;Vapenbrott;2014;Jan;0;0;
Arvidsjaur kommun;Totalt antal brott;2014;Jan;52;803;
Arvidsjaur kommun;Våldsbrott ;2014;Jan;8;124;
Arvidsjaur kommun;Hot-, kränknings- och frihetsbrott;2014;Jan;7;108;
Arvidsjaur kommun;Vårdslöshet- och vållandebrott;2014;Jan;0;0;
Arvidsjaur kommun;Stöldbrott;2014;Jan;21;324;
Arvidsjaur kommun;Bilbrott;2014;Jan;16;247;
Arvidsjaur kommun;Skadegörelsebrott (inkl. mordbrand);2014;Jan;5;77;
Arvidsjaur kommun;Vissa trafikbrott;2014;Jan;5;77;
Arvidsjaur kommun;Alkohol- och narkotikabrott;2014;Jan;1;15;
