Region;Brott;År;Period;Antal;/100 000 inv
Båstad kommun;Vissa trafikbrott;2016 prel.;Okt;9;63;
Båstad kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;5;35;
Båstad kommun;Vapenbrott;2016 prel.;Okt;0;0;
Dals-Ed kommun;Totalt antal brott;2016 prel.;Okt;41;854;
Dals-Ed kommun;Våldsbrott ;2016 prel.;Okt;9;188;
Dals-Ed kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;5;104;
Dals-Ed kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;0;0;
Dals-Ed kommun;Stöldbrott;2016 prel.;Okt;14;292;
Dals-Ed kommun;Bilbrott;2016 prel.;Okt;3;63;
Dals-Ed kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;1;21;
Dals-Ed kommun;Vissa trafikbrott;2016 prel.;Okt;4;83;
Dals-Ed kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;3;63;
Dals-Ed kommun;Vapenbrott;2016 prel.;Okt;3;63;
Danderyd kommun;Totalt antal brott;2016 prel.;Okt;458;1413;
Danderyd kommun;Våldsbrott ;2016 prel.;Okt;8;25;
Danderyd kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;32;99;
Danderyd kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;2;6;
Danderyd kommun;Stöldbrott;2016 prel.;Okt;197;608;
Danderyd kommun;Bilbrott;2016 prel.;Okt;34;105;
Danderyd kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;70;216;
Danderyd kommun;Vissa trafikbrott;2016 prel.;Okt;23;71;
Danderyd kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;20;62;
Danderyd kommun;Vapenbrott;2016 prel.;Okt;3;9;
Degerfors kommun;Totalt antal brott;2016 prel.;Okt;78;817;
Degerfors kommun;Våldsbrott ;2016 prel.;Okt;7;73;
Degerfors kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;11;115;
Degerfors kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;1;10;
Degerfors kommun;Stöldbrott;2016 prel.;Okt;23;241;
Degerfors kommun;Bilbrott;2016 prel.;Okt;4;42;
Degerfors kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;6;63;
Degerfors kommun;Vissa trafikbrott;2016 prel.;Okt;9;94;
Degerfors kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;11;115;
Degerfors kommun;Vapenbrott;2016 prel.;Okt;1;10;
Dorotea kommun;Totalt antal brott;2016 prel.;Okt;15;547;
Dorotea kommun;Våldsbrott ;2016 prel.;Okt;3;109;
Dorotea kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;1;36;
Dorotea kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;0;0;
Dorotea kommun;Stöldbrott;2016 prel.;Okt;3;109;
Dorotea kommun;Bilbrott;2016 prel.;Okt;2;73;
Dorotea kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;2;73;
Dorotea kommun;Vissa trafikbrott;2016 prel.;Okt;2;73;
Dorotea kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;0;0;
Dorotea kommun;Vapenbrott;2016 prel.;Okt;0;0;
Eda kommun;Totalt antal brott;2016 prel.;Okt;72;847;
Eda kommun;Våldsbrott ;2016 prel.;Okt;5;59;
Eda kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;3;35;
Eda kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;2;24;
Eda kommun;Stöldbrott;2016 prel.;Okt;20;235;
Eda kommun;Bilbrott;2016 prel.;Okt;1;12;
Eda kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;5;59;
Eda kommun;Vissa trafikbrott;2016 prel.;Okt;17;200;
Eda kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;19;223;
Eda kommun;Vapenbrott;2016 prel.;Okt;2;24;
Ekerö kommun;Totalt antal brott;2016 prel.;Okt;202;749;
Ekerö kommun;Våldsbrott ;2016 prel.;Okt;16;59;
Ekerö kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;17;63;
Ekerö kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;2;7;
Ekerö kommun;Stöldbrott;2016 prel.;Okt;78;289;
Ekerö kommun;Bilbrott;2016 prel.;Okt;13;48;
Ekerö kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;17;63;
Ekerö kommun;Vissa trafikbrott;2016 prel.;Okt;14;52;
Ekerö kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;8;30;
Ekerö kommun;Vapenbrott;2016 prel.;Okt;2;7;
Eksjö kommun;Totalt antal brott;2016 prel.;Okt;172;1024;
Eksjö kommun;Våldsbrott ;2016 prel.;Okt;23;137;
Eksjö kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;24;143;
Eksjö kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;4;24;
Eksjö kommun;Stöldbrott;2016 prel.;Okt;47;280;
Eksjö kommun;Bilbrott;2016 prel.;Okt;7;42;
Eksjö kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;20;119;
Eksjö kommun;Vissa trafikbrott;2016 prel.;Okt;18;107;
Eksjö kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;24;143;
Eksjö kommun;Vapenbrott;2016 prel.;Okt;1;6;
Emmaboda kommun;Totalt antal brott;2016 prel.;Okt;85;935;
Emmaboda kommun;Våldsbrott ;2016 prel.;Okt;3;33;
Emmaboda kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;8;88;
Emmaboda kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;0;0;
Emmaboda kommun;Stöldbrott;2016 prel.;Okt;49;539;
Emmaboda kommun;Bilbrott;2016 prel.;Okt;18;198;
Emmaboda kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;11;121;
Emmaboda kommun;Vissa trafikbrott;2016 prel.;Okt;2;22;
Emmaboda kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;4;44;
Emmaboda kommun;Vapenbrott;2016 prel.;Okt;2;22;
Enköping kommun;Totalt antal brott;2016 prel.;Okt;422;1007;
Enköping kommun;Våldsbrott ;2016 prel.;Okt;44;105;
Enköping kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;42;100;
Enköping kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;0;0;
Enköping kommun;Stöldbrott;2016 prel.;Okt;113;270;
Enköping kommun;Bilbrott;2016 prel.;Okt;29;69;
Enköping kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;41;98;
Enköping kommun;Vissa trafikbrott;2016 prel.;Okt;48;115;
Enköping kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;127;303;
Enköping kommun;Vapenbrott;2016 prel.;Okt;4;10;
Eskilstuna kommun;Totalt antal brott;2016 prel.;Okt;1293;1267;
Eskilstuna kommun;Våldsbrott ;2016 prel.;Okt;168;165;
Eskilstuna kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;173;169;
Eskilstuna kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;6;6;
Eskilstuna kommun;Stöldbrott;2016 prel.;Okt;332;325;
Eskilstuna kommun;Bilbrott;2016 prel.;Okt;70;69;
Eskilstuna kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;195;191;
Eskilstuna kommun;Vissa trafikbrott;2016 prel.;Okt;83;81;
Eskilstuna kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;202;198;
Eskilstuna kommun;Vapenbrott;2016 prel.;Okt;35;34;
Eslöv kommun;Totalt antal brott;2016 prel.;Okt;240;740;
Eslöv kommun;Våldsbrott ;2016 prel.;Okt;24;74;
Eslöv kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Okt;38;117;
Eslöv kommun;Vårdslöshet- och vållandebrott;2016 prel.;Okt;5;15;
Eslöv kommun;Stöldbrott;2016 prel.;Okt;85;262;
Eslöv kommun;Bilbrott;2016 prel.;Okt;17;52;
Eslöv kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Okt;33;102;
Eslöv kommun;Vissa trafikbrott;2016 prel.;Okt;15;46;
Eslöv kommun;Alkohol- och narkotikabrott;2016 prel.;Okt;8;25;
Eslöv kommun;Vapenbrott;2016 prel.;Okt;7;22;
Essunga kommun;Totalt antal brott;2016 prel.;Okt;37;662;
Essunga kommun;Våldsbrott ;2016 prel.;Okt;2;36;
