Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2016 prel.;Feb;181;627;
Ale kommun;Våldsbrott ;2016 prel.;Feb;10;35;
Ale kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Feb;35;121;
Ale kommun;Vårdslöshet- och vållandebrott;2016 prel.;Feb;1;3;
Ale kommun;Stöldbrott;2016 prel.;Feb;64;222;
Ale kommun;Bilbrott;2016 prel.;Feb;14;49;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Feb;20;69;
Ale kommun;Vissa trafikbrott;2016 prel.;Feb;12;42;
Ale kommun;Alkohol- och narkotikabrott;2016 prel.;Feb;12;42;
Ale kommun;Vapenbrott;2016 prel.;Feb;2;7;
Alingsås kommun;Totalt antal brott;2016 prel.;Feb;367;927;
Alingsås kommun;Våldsbrott ;2016 prel.;Feb;16;40;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Feb;35;88;
Alingsås kommun;Vårdslöshet- och vållandebrott;2016 prel.;Feb;0;0;
Alingsås kommun;Stöldbrott;2016 prel.;Feb;109;275;
Alingsås kommun;Bilbrott;2016 prel.;Feb;15;38;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Feb;33;83;
Alingsås kommun;Vissa trafikbrott;2016 prel.;Feb;54;136;
Alingsås kommun;Alkohol- och narkotikabrott;2016 prel.;Feb;75;189;
Alingsås kommun;Vapenbrott;2016 prel.;Feb;10;25;
Alvesta kommun;Totalt antal brott;2016 prel.;Feb;103;526;
Alvesta kommun;Våldsbrott ;2016 prel.;Feb;20;102;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Feb;20;102;
Alvesta kommun;Vårdslöshet- och vållandebrott;2016 prel.;Feb;1;5;
Alvesta kommun;Stöldbrott;2016 prel.;Feb;29;148;
Alvesta kommun;Bilbrott;2016 prel.;Feb;7;36;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Feb;9;46;
Alvesta kommun;Vissa trafikbrott;2016 prel.;Feb;11;56;
Alvesta kommun;Alkohol- och narkotikabrott;2016 prel.;Feb;3;15;
Alvesta kommun;Vapenbrott;2016 prel.;Feb;0;0;
