Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2015;Dec;164;573;
Ale kommun;Våldsbrott ;2015;Dec;21;73;
Ale kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;26;91;
Ale kommun;Vårdslöshet- och vållandebrott;2015;Dec;1;3;
Ale kommun;Stöldbrott;2015;Dec;63;220;
Ale kommun;Bilbrott;2015;Dec;16;56;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;19;66;
Ale kommun;Vissa trafikbrott;2015;Dec;9;31;
Ale kommun;Alkohol- och narkotikabrott;2015;Dec;11;38;
Ale kommun;Vapenbrott;2015;Dec;3;10;
Alingsås kommun;Totalt antal brott;2015;Dec;321;815;
Alingsås kommun;Våldsbrott ;2015;Dec;30;76;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;37;94;
Alingsås kommun;Vårdslöshet- och vållandebrott;2015;Dec;0;0;
Alingsås kommun;Stöldbrott;2015;Dec;118;300;
Alingsås kommun;Bilbrott;2015;Dec;31;79;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;39;99;
Alingsås kommun;Vissa trafikbrott;2015;Dec;27;69;
Alingsås kommun;Alkohol- och narkotikabrott;2015;Dec;35;89;
Alingsås kommun;Vapenbrott;2015;Dec;6;15;
Alvesta kommun;Totalt antal brott;2015;Dec;119;609;
Alvesta kommun;Våldsbrott ;2015;Dec;12;61;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;19;97;
Alvesta kommun;Vårdslöshet- och vållandebrott;2015;Dec;0;0;
Alvesta kommun;Stöldbrott;2015;Dec;41;210;
Alvesta kommun;Bilbrott;2015;Dec;11;56;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;20;102;
Alvesta kommun;Vissa trafikbrott;2015;Dec;5;26;
Alvesta kommun;Alkohol- och narkotikabrott;2015;Dec;1;5;
Alvesta kommun;Vapenbrott;2015;Dec;0;0;
Aneby kommun;Totalt antal brott;2015;Dec;36;555;
Aneby kommun;Våldsbrott ;2015;Dec;3;46;
Aneby kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;11;170;
Aneby kommun;Vårdslöshet- och vållandebrott;2015;Dec;0;0;
Aneby kommun;Stöldbrott;2015;Dec;7;108;
Aneby kommun;Bilbrott;2015;Dec;2;31;
Aneby kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;7;108;
Aneby kommun;Vissa trafikbrott;2015;Dec;1;15;
Aneby kommun;Alkohol- och narkotikabrott;2015;Dec;4;62;
Aneby kommun;Vapenbrott;2015;Dec;0;0;
Arboga kommun;Totalt antal brott;2015;Dec;79;575;
Arboga kommun;Våldsbrott ;2015;Dec;17;124;
Arboga kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;11;80;
Arboga kommun;Vårdslöshet- och vållandebrott;2015;Dec;0;0;
Arboga kommun;Stöldbrott;2015;Dec;24;175;
Arboga kommun;Bilbrott;2015;Dec;6;44;
Arboga kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;9;65;
Arboga kommun;Vissa trafikbrott;2015;Dec;3;22;
Arboga kommun;Alkohol- och narkotikabrott;2015;Dec;10;73;
Arboga kommun;Vapenbrott;2015;Dec;1;7;
Arjeplog kommun;Totalt antal brott;2015;Dec;12;414;
Arjeplog kommun;Våldsbrott ;2015;Dec;0;0;
Arjeplog kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;2;69;
Arjeplog kommun;Vårdslöshet- och vållandebrott;2015;Dec;0;0;
Arjeplog kommun;Stöldbrott;2015;Dec;5;173;
Arjeplog kommun;Bilbrott;2015;Dec;1;35;
Arjeplog kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;2;69;
Arjeplog kommun;Vissa trafikbrott;2015;Dec;1;35;
Arjeplog kommun;Alkohol- och narkotikabrott;2015;Dec;0;0;
Arjeplog kommun;Vapenbrott;2015;Dec;0;0;
Arvidsjaur kommun;Totalt antal brott;2015;Dec;41;633;
Arvidsjaur kommun;Våldsbrott ;2015;Dec;3;46;
Arvidsjaur kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;5;77;
Arvidsjaur kommun;Vårdslöshet- och vållandebrott;2015;Dec;0;0;
Arvidsjaur kommun;Stöldbrott;2015;Dec;8;124;
Arvidsjaur kommun;Bilbrott;2015;Dec;3;46;
Arvidsjaur kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;4;62;
Arvidsjaur kommun;Vissa trafikbrott;2015;Dec;5;77;
Arvidsjaur kommun;Alkohol- och narkotikabrott;2015;Dec;10;154;
Arvidsjaur kommun;Vapenbrott;2015;Dec;0;0;
Arvika kommun;Totalt antal brott;2015;Dec;195;756;
Arvika kommun;Våldsbrott ;2015;Dec;11;43;
Arvika kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;12;47;
Arvika kommun;Vårdslöshet- och vållandebrott;2015;Dec;0;0;
Arvika kommun;Stöldbrott;2015;Dec;57;221;
Arvika kommun;Bilbrott;2015;Dec;16;62;
Arvika kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;20;78;
Arvika kommun;Vissa trafikbrott;2015;Dec;28;109;
Arvika kommun;Alkohol- och narkotikabrott;2015;Dec;58;225;
Arvika kommun;Vapenbrott;2015;Dec;5;19;
Askersund kommun;Totalt antal brott;2015;Dec;126;1132;
Askersund kommun;Våldsbrott ;2015;Dec;15;135;
Askersund kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;19;171;
Askersund kommun;Vårdslöshet- och vållandebrott;2015;Dec;1;9;
Askersund kommun;Stöldbrott;2015;Dec;31;278;
Askersund kommun;Bilbrott;2015;Dec;3;27;
Askersund kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;11;99;
Askersund kommun;Vissa trafikbrott;2015;Dec;14;126;
Askersund kommun;Alkohol- och narkotikabrott;2015;Dec;22;198;
Askersund kommun;Vapenbrott;2015;Dec;7;63;
Avesta kommun;Totalt antal brott;2015;Dec;180;804;
Avesta kommun;Våldsbrott ;2015;Dec;24;107;
Avesta kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;40;179;
Avesta kommun;Vårdslöshet- och vållandebrott;2015;Dec;4;18;
Avesta kommun;Stöldbrott;2015;Dec;48;214;
Avesta kommun;Bilbrott;2015;Dec;15;67;
Avesta kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;22;98;
Avesta kommun;Vissa trafikbrott;2015;Dec;22;98;
Avesta kommun;Alkohol- och narkotikabrott;2015;Dec;12;54;
Avesta kommun;Vapenbrott;2015;Dec;3;13;
Bengtsfors kommun;Totalt antal brott;2015;Dec;44;459;
Bengtsfors kommun;Våldsbrott ;2015;Dec;7;73;
Bengtsfors kommun;Hot-, kränknings- och frihetsbrott;2015;Dec;10;104;
Bengtsfors kommun;Vårdslöshet- och vållandebrott;2015;Dec;1;10;
Bengtsfors kommun;Stöldbrott;2015;Dec;8;83;
Bengtsfors kommun;Bilbrott;2015;Dec;1;10;
Bengtsfors kommun;Skadegörelsebrott (inkl. mordbrand);2015;Dec;3;31;
Bengtsfors kommun;Vissa trafikbrott;2015;Dec;7;73;
Bengtsfors kommun;Alkohol- och narkotikabrott;2015;Dec;3;31;
