Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2016 prel.;Dec;179;620;
Ale kommun;Våldsbrott ;2016 prel.;Dec;26;90;
Ale kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Dec;24;83;
Ale kommun;Vårdslöshet- och vållandebrott;2016 prel.;Dec;0;0;
Ale kommun;Stöldbrott;2016 prel.;Dec;76;263;
Ale kommun;Bilbrott;2016 prel.;Dec;10;35;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Dec;16;55;
Ale kommun;Vissa trafikbrott;2016 prel.;Dec;8;28;
Ale kommun;Alkohol- och narkotikabrott;2016 prel.;Dec;8;28;
Ale kommun;Vapenbrott;2016 prel.;Dec;2;7;
Alingsås kommun;Totalt antal brott;2016 prel.;Dec;309;780;
Alingsås kommun;Våldsbrott ;2016 prel.;Dec;14;35;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Dec;39;98;
Alingsås kommun;Vårdslöshet- och vållandebrott;2016 prel.;Dec;1;3;
Alingsås kommun;Stöldbrott;2016 prel.;Dec;135;341;
Alingsås kommun;Bilbrott;2016 prel.;Dec;12;30;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Dec;24;61;
Alingsås kommun;Vissa trafikbrott;2016 prel.;Dec;22;56;
Alingsås kommun;Alkohol- och narkotikabrott;2016 prel.;Dec;46;116;
Alingsås kommun;Vapenbrott;2016 prel.;Dec;8;20;
Alvesta kommun;Totalt antal brott;2016 prel.;Dec;102;521;
Alvesta kommun;Våldsbrott ;2016 prel.;Dec;9;46;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Dec;14;71;
Alvesta kommun;Vårdslöshet- och vållandebrott;2016 prel.;Dec;1;5;
Alvesta kommun;Stöldbrott;2016 prel.;Dec;39;199;
Alvesta kommun;Bilbrott;2016 prel.;Dec;2;10;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Dec;3;15;
Alvesta kommun;Vissa trafikbrott;2016 prel.;Dec;11;56;
Alvesta kommun;Alkohol- och narkotikabrott;2016 prel.;Dec;11;56;
Alvesta kommun;Vapenbrott;2016 prel.;Dec;0;0;
Aneby kommun;Totalt antal brott;2016 prel.;Dec;53;811;
Aneby kommun;Våldsbrott ;2016 prel.;Dec;7;107;
Aneby kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Dec;11;168;
Aneby kommun;Vårdslöshet- och vållandebrott;2016 prel.;Dec;0;0;
Aneby kommun;Stöldbrott;2016 prel.;Dec;14;214;
Aneby kommun;Bilbrott;2016 prel.;Dec;3;46;
Aneby kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Dec;5;76;
Aneby kommun;Vissa trafikbrott;2016 prel.;Dec;1;15;
Aneby kommun;Alkohol- och narkotikabrott;2016 prel.;Dec;4;61;
Aneby kommun;Vapenbrott;2016 prel.;Dec;0;0;
Arboga kommun;Totalt antal brott;2016 prel.;Dec;90;649;
Arboga kommun;Våldsbrott ;2016 prel.;Dec;5;36;
Arboga kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Dec;12;87;
Arboga kommun;Vårdslöshet- och vållandebrott;2016 prel.;Dec;1;7;
Arboga kommun;Stöldbrott;2016 prel.;Dec;21;152;
Arboga kommun;Bilbrott;2016 prel.;Dec;3;22;
Arboga kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Dec;10;72;
Arboga kommun;Vissa trafikbrott;2016 prel.;Dec;16;115;
Arboga kommun;Alkohol- och narkotikabrott;2016 prel.;Dec;13;94;
Arboga kommun;Vapenbrott;2016 prel.;Dec;0;0;
Arjeplog kommun;Totalt antal brott;2016 prel.;Dec;24;831;
Arjeplog kommun;Våldsbrott ;2016 prel.;Dec;2;69;
Arjeplog kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Dec;8;277;
Arjeplog kommun;Vårdslöshet- och vållandebrott;2016 prel.;Dec;0;0;
Arjeplog kommun;Stöldbrott;2016 prel.;Dec;5;173;
Arjeplog kommun;Bilbrott;2016 prel.;Dec;1;35;
Arjeplog kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Dec;2;69;
Arjeplog kommun;Vissa trafikbrott;2016 prel.;Dec;3;104;
