Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2013;Feb;167;597;
Ale kommun;Våldsbrott ;2013;Feb;16;57;
Ale kommun;Hot-, kränknings- och frihetsbrott;2013;Feb;17;61;
Ale kommun;Vårdslöshet- och vållandebrott;2013;Feb;0;0;
Ale kommun;Stöldbrott;2013;Feb;76;272;
Ale kommun;Bilbrott;2013;Feb;18;64;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2013;Feb;28;100;
Ale kommun;Vissa trafikbrott;2013;Feb;7;25;
Ale kommun;Alkohol- och narkotikabrott;2013;Feb;7;25;
Ale kommun;Vapenbrott;2013;Feb;1;4;
Alingsås kommun;Totalt antal brott;2013;Feb;235;611;
Alingsås kommun;Våldsbrott ;2013;Feb;12;31;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2013;Feb;37;96;
Alingsås kommun;Vårdslöshet- och vållandebrott;2013;Feb;2;5;
Alingsås kommun;Stöldbrott;2013;Feb;88;229;
Alingsås kommun;Bilbrott;2013;Feb;7;18;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2013;Feb;10;26;
Alingsås kommun;Vissa trafikbrott;2013;Feb;14;36;
Alingsås kommun;Alkohol- och narkotikabrott;2013;Feb;44;114;
Alingsås kommun;Vapenbrott;2013;Feb;2;5;
Alvesta kommun;Totalt antal brott;2013;Feb;106;553;
Alvesta kommun;Våldsbrott ;2013;Feb;9;47;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2013;Feb;18;94;
Alvesta kommun;Vårdslöshet- och vållandebrott;2013;Feb;1;5;
Alvesta kommun;Stöldbrott;2013;Feb;35;183;
Alvesta kommun;Bilbrott;2013;Feb;10;52;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2013;Feb;13;68;
Alvesta kommun;Vissa trafikbrott;2013;Feb;8;42;
Alvesta kommun;Alkohol- och narkotikabrott;2013;Feb;11;57;
Alvesta kommun;Vapenbrott;2013;Feb;1;5;
Aneby kommun;Totalt antal brott;2013;Feb;16;250;
Aneby kommun;Våldsbrott ;2013;Feb;4;63;
Aneby kommun;Hot-, kränknings- och frihetsbrott;2013;Feb;0;0;
Aneby kommun;Vårdslöshet- och vållandebrott;2013;Feb;1;16;
Aneby kommun;Stöldbrott;2013;Feb;5;78;
