Region;Brott;År;Period;Antal;/100 000 inv
Avesta kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;10;45;
Avesta kommun;Vissa trafikbrott;2015;Mar;15;67;
Avesta kommun;Alkohol- och narkotikabrott;2015;Mar;22;98;
Avesta kommun;Vapenbrott;2015;Mar;3;13;
Bengtsfors kommun;Totalt antal brott;2015;Mar;104;1084;
Bengtsfors kommun;Våldsbrott ;2015;Mar;4;42;
Bengtsfors kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;14;146;
Bengtsfors kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Bengtsfors kommun;Stöldbrott;2015;Mar;24;250;
Bengtsfors kommun;Bilbrott;2015;Mar;9;94;
Bengtsfors kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;9;94;
Bengtsfors kommun;Vissa trafikbrott;2015;Mar;30;313;
Bengtsfors kommun;Alkohol- och narkotikabrott;2015;Mar;15;156;
Bengtsfors kommun;Vapenbrott;2015;Mar;2;21;
Berg kommun;Totalt antal brott;2015;Mar;36;511;
Berg kommun;Våldsbrott ;2015;Mar;0;0;
Berg kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;2;28;
Berg kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Berg kommun;Stöldbrott;2015;Mar;4;57;
Berg kommun;Bilbrott;2015;Mar;2;28;
Berg kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;3;43;
Berg kommun;Vissa trafikbrott;2015;Mar;16;227;
Berg kommun;Alkohol- och narkotikabrott;2015;Mar;16;227;
Berg kommun;Vapenbrott;2015;Mar;0;0;
Bjurholm kommun;Totalt antal brott;2015;Mar;18;734;
Bjurholm kommun;Våldsbrott ;2015;Mar;0;0;
Bjurholm kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;7;285;
Bjurholm kommun;Vårdslöshet- och vållandebrott;2015;Mar;1;41;
Bjurholm kommun;Stöldbrott;2015;Mar;1;41;
Bjurholm kommun;Bilbrott;2015;Mar;0;0;
Bjurholm kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;0;0;
Bjurholm kommun;Vissa trafikbrott;2015;Mar;5;204;
Bjurholm kommun;Alkohol- och narkotikabrott;2015;Mar;1;41;
Bjurholm kommun;Vapenbrott;2015;Mar;0;0;
Bjuv kommun;Totalt antal brott;2015;Mar;181;1212;
Bjuv kommun;Våldsbrott ;2015;Mar;12;80;
Bjuv kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;18;121;
Bjuv kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Bjuv kommun;Stöldbrott;2015;Mar;51;342;
Bjuv kommun;Bilbrott;2015;Mar;16;107;
Bjuv kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;25;167;
Bjuv kommun;Vissa trafikbrott;2015;Mar;25;167;
Bjuv kommun;Alkohol- och narkotikabrott;2015;Mar;28;188;
Bjuv kommun;Vapenbrott;2015;Mar;2;13;
Boden kommun;Totalt antal brott;2015;Mar;200;717;
Boden kommun;Våldsbrott ;2015;Mar;31;111;
Boden kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;52;186;
Boden kommun;Vårdslöshet- och vållandebrott;2015;Mar;1;4;
Boden kommun;Stöldbrott;2015;Mar;55;197;
Boden kommun;Bilbrott;2015;Mar;9;32;
Boden kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;12;43;
Boden kommun;Vissa trafikbrott;2015;Mar;8;29;
Boden kommun;Alkohol- och narkotikabrott;2015;Mar;20;72;
Boden kommun;Vapenbrott;2015;Mar;3;11;
Bollebygd kommun;Totalt antal brott;2015;Mar;69;791;
Bollebygd kommun;Våldsbrott ;2015;Mar;5;57;
Bollebygd kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;7;80;
Bollebygd kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Bollebygd kommun;Stöldbrott;2015;Mar;25;287;
Bollebygd kommun;Bilbrott;2015;Mar;4;46;
Bollebygd kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;4;46;
Bollebygd kommun;Vissa trafikbrott;2015;Mar;16;183;
Bollebygd kommun;Alkohol- och narkotikabrott;2015;Mar;8;92;
Bollebygd kommun;Vapenbrott;2015;Mar;1;11;
Bollnäs kommun;Totalt antal brott;2015;Mar;186;702;
Bollnäs kommun;Våldsbrott ;2015;Mar;31;117;
Bollnäs kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;42;159;
Bollnäs kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Bollnäs kommun;Stöldbrott;2015;Mar;62;234;
Bollnäs kommun;Bilbrott;2015;Mar;13;49;
Bollnäs kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;14;53;
Bollnäs kommun;Vissa trafikbrott;2015;Mar;15;57;
Bollnäs kommun;Alkohol- och narkotikabrott;2015;Mar;9;34;
Bollnäs kommun;Vapenbrott;2015;Mar;2;8;
Borgholm kommun;Totalt antal brott;2015;Mar;28;262;
Borgholm kommun;Våldsbrott ;2015;Mar;2;19;
Borgholm kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;5;47;
Borgholm kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Borgholm kommun;Stöldbrott;2015;Mar;6;56;
Borgholm kommun;Bilbrott;2015;Mar;1;9;
Borgholm kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;3;28;
Borgholm kommun;Vissa trafikbrott;2015;Mar;3;28;
Borgholm kommun;Alkohol- och narkotikabrott;2015;Mar;7;66;
Borgholm kommun;Vapenbrott;2015;Mar;0;0;
Borlänge kommun;Totalt antal brott;2015;Mar;571;1123;
Borlänge kommun;Våldsbrott ;2015;Mar;63;124;
Borlänge kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;88;173;
Borlänge kommun;Vårdslöshet- och vållandebrott;2015;Mar;2;4;
Borlänge kommun;Stöldbrott;2015;Mar;236;464;
Borlänge kommun;Bilbrott;2015;Mar;50;98;
Borlänge kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;49;96;
Borlänge kommun;Vissa trafikbrott;2015;Mar;26;51;
Borlänge kommun;Alkohol- och narkotikabrott;2015;Mar;52;102;
Borlänge kommun;Vapenbrott;2015;Mar;10;20;
Borås kommun;Totalt antal brott;2015;Mar;1129;1048;
Borås kommun;Våldsbrott ;2015;Mar;104;97;
Borås kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;140;130;
Borås kommun;Vårdslöshet- och vållandebrott;2015;Mar;5;5;
Borås kommun;Stöldbrott;2015;Mar;331;307;
Borås kommun;Bilbrott;2015;Mar;73;68;
Borås kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;101;94;
Borås kommun;Vissa trafikbrott;2015;Mar;159;148;
Borås kommun;Alkohol- och narkotikabrott;2015;Mar;197;183;
Borås kommun;Vapenbrott;2015;Mar;39;36;
Botkyrka kommun;Totalt antal brott;2015;Mar;1036;1162;
Botkyrka kommun;Våldsbrott ;2015;Mar;112;126;
Botkyrka kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;117;131;
Botkyrka kommun;Vårdslöshet- och vållandebrott;2015;Mar;3;3;
