Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2014;Mar;199;704;
Ale kommun;Våldsbrott ;2014;Mar;18;64;
Ale kommun;Hot-, kränknings- och frihetsbrott;2014;Mar;29;103;
Ale kommun;Vårdslöshet- och vållandebrott;2014;Mar;1;4;
Ale kommun;Stöldbrott;2014;Mar;87;308;
Ale kommun;Bilbrott;2014;Mar;26;92;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2014;Mar;23;81;
Ale kommun;Vissa trafikbrott;2014;Mar;11;39;
Ale kommun;Alkohol- och narkotikabrott;2014;Mar;13;46;
Ale kommun;Vapenbrott;2014;Mar;3;11;
Alingsås kommun;Totalt antal brott;2014;Mar;335;861;
Alingsås kommun;Våldsbrott ;2014;Mar;29;75;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2014;Mar;60;154;
Alingsås kommun;Vårdslöshet- och vållandebrott;2014;Mar;3;8;
Alingsås kommun;Stöldbrott;2014;Mar;108;278;
Alingsås kommun;Bilbrott;2014;Mar;12;31;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2014;Mar;18;46;
Alingsås kommun;Vissa trafikbrott;2014;Mar;21;54;
Alingsås kommun;Alkohol- och narkotikabrott;2014;Mar;60;154;
Alingsås kommun;Vapenbrott;2014;Mar;5;13;
Alvesta kommun;Totalt antal brott;2014;Mar;120;619;
Alvesta kommun;Våldsbrott ;2014;Mar;12;62;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2014;Mar;13;67;
Alvesta kommun;Vårdslöshet- och vållandebrott;2014;Mar;0;0;
Alvesta kommun;Stöldbrott;2014;Mar;49;253;
Alvesta kommun;Bilbrott;2014;Mar;15;77;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2014;Mar;16;83;
Alvesta kommun;Vissa trafikbrott;2014;Mar;12;62;
Alvesta kommun;Alkohol- och narkotikabrott;2014;Mar;14;72;
Alvesta kommun;Vapenbrott;2014;Mar;2;10;
Aneby kommun;Totalt antal brott;2014;Mar;38;594;
Aneby kommun;Våldsbrott ;2014;Mar;6;94;
Aneby kommun;Hot-, kränknings- och frihetsbrott;2014;Mar;8;125;
Aneby kommun;Vårdslöshet- och vållandebrott;2014;Mar;0;0;
Aneby kommun;Stöldbrott;2014;Mar;15;234;
Aneby kommun;Bilbrott;2014;Mar;6;94;
Aneby kommun;Skadegörelsebrott (inkl. mordbrand);2014;Mar;5;78;
Aneby kommun;Vissa trafikbrott;2014;Mar;2;31;
Aneby kommun;Alkohol- och narkotikabrott;2014;Mar;1;16;
Aneby kommun;Vapenbrott;2014;Mar;0;0;
Arboga kommun;Totalt antal brott;2014;Mar;127;936;
Arboga kommun;Våldsbrott ;2014;Mar;12;88;
Arboga kommun;Hot-, kränknings- och frihetsbrott;2014;Mar;21;155;
Arboga kommun;Vårdslöshet- och vållandebrott;2014;Mar;1;7;
Arboga kommun;Stöldbrott;2014;Mar;56;413;
Arboga kommun;Bilbrott;2014;Mar;8;59;
Arboga kommun;Skadegörelsebrott (inkl. mordbrand);2014;Mar;8;59;
Arboga kommun;Vissa trafikbrott;2014;Mar;10;74;
Arboga kommun;Alkohol- och narkotikabrott;2014;Mar;12;88;
Arboga kommun;Vapenbrott;2014;Mar;2;15;
Arjeplog kommun;Totalt antal brott;2014;Mar;18;612;
Arjeplog kommun;Våldsbrott ;2014;Mar;4;136;
Arjeplog kommun;Hot-, kränknings- och frihetsbrott;2014;Mar;2;68;
Arjeplog kommun;Vårdslöshet- och vållandebrott;2014;Mar;0;0;
Arjeplog kommun;Stöldbrott;2014;Mar;6;204;
Arjeplog kommun;Bilbrott;2014;Mar;0;0;
Arjeplog kommun;Skadegörelsebrott (inkl. mordbrand);2014;Mar;1;34;
Arjeplog kommun;Vissa trafikbrott;2014;Mar;2;68;
Arjeplog kommun;Alkohol- och narkotikabrott;2014;Mar;5;170;
Arjeplog kommun;Vapenbrott;2014;Mar;0;0;
Arvidsjaur kommun;Totalt antal brott;2014;Mar;37;571;
Arvidsjaur kommun;Våldsbrott ;2014;Mar;6;93;
Arvidsjaur kommun;Hot-, kränknings- och frihetsbrott;2014;Mar;9;139;
Arvidsjaur kommun;Vårdslöshet- och vållandebrott;2014;Mar;0;0;
Arvidsjaur kommun;Stöldbrott;2014;Mar;8;124;
Arvidsjaur kommun;Bilbrott;2014;Mar;3;46;
Arvidsjaur kommun;Skadegörelsebrott (inkl. mordbrand);2014;Mar;5;77;
Arvidsjaur kommun;Vissa trafikbrott;2014;Mar;3;46;
Arvidsjaur kommun;Alkohol- och narkotikabrott;2014;Mar;4;62;
Arvidsjaur kommun;Vapenbrott;2014;Mar;0;0;
Arvika kommun;Totalt antal brott;2014;Mar;183;709;
Arvika kommun;Våldsbrott ;2014;Mar;21;81;
Arvika kommun;Hot-, kränknings- och frihetsbrott;2014;Mar;29;112;
Arvika kommun;Vårdslöshet- och vållandebrott;2014;Mar;3;12;
Arvika kommun;Stöldbrott;2014;Mar;61;236;
Arvika kommun;Bilbrott;2014;Mar;16;62;
Arvika kommun;Skadegörelsebrott (inkl. mordbrand);2014;Mar;12;47;
Arvika kommun;Vissa trafikbrott;2014;Mar;17;66;
Arvika kommun;Alkohol- och narkotikabrott;2014;Mar;24;93;
Arvika kommun;Vapenbrott;2014;Mar;2;8;
Askersund kommun;Totalt antal brott;2014;Mar;76;684;
Askersund kommun;Våldsbrott ;2014;Mar;6;54;
Askersund kommun;Hot-, kränknings- och frihetsbrott;2014;Mar;8;72;
Askersund kommun;Vårdslöshet- och vållandebrott;2014;Mar;1;9;
Askersund kommun;Stöldbrott;2014;Mar;24;216;
