Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2014;Okt;229;811;
Ale kommun;Våldsbrott ;2014;Okt;13;46;
Ale kommun;Hot-, kränknings- och frihetsbrott;2014;Okt;23;81;
Ale kommun;Vårdslöshet- och vållandebrott;2014;Okt;0;0;
Ale kommun;Stöldbrott;2014;Okt;107;379;
Ale kommun;Bilbrott;2014;Okt;23;81;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2014;Okt;23;81;
Ale kommun;Vissa trafikbrott;2014;Okt;17;60;
Ale kommun;Alkohol- och narkotikabrott;2014;Okt;36;127;
Ale kommun;Vapenbrott;2014;Okt;4;14;
Alingsås kommun;Totalt antal brott;2014;Okt;354;910;
Alingsås kommun;Våldsbrott ;2014;Okt;33;85;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2014;Okt;32;82;
Alingsås kommun;Vårdslöshet- och vållandebrott;2014;Okt;3;8;
Alingsås kommun;Stöldbrott;2014;Okt;113;290;
Alingsås kommun;Bilbrott;2014;Okt;25;64;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2014;Okt;56;144;
Alingsås kommun;Vissa trafikbrott;2014;Okt;27;69;
Alingsås kommun;Alkohol- och narkotikabrott;2014;Okt;54;139;
Alingsås kommun;Vapenbrott;2014;Okt;8;21;
Alvesta kommun;Totalt antal brott;2014;Okt;132;681;
Alvesta kommun;Våldsbrott ;2014;Okt;6;31;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2014;Okt;15;77;
Alvesta kommun;Vårdslöshet- och vållandebrott;2014;Okt;0;0;
Alvesta kommun;Stöldbrott;2014;Okt;51;263;
Alvesta kommun;Bilbrott;2014;Okt;9;46;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2014;Okt;48;248;
Alvesta kommun;Vissa trafikbrott;2014;Okt;4;21;
Alvesta kommun;Alkohol- och narkotikabrott;2014;Okt;0;0;
Alvesta kommun;Vapenbrott;2014;Okt;0;0;
Aneby kommun;Totalt antal brott;2014;Okt;31;484;
Aneby kommun;Våldsbrott ;2014;Okt;2;31;
Aneby kommun;Hot-, kränknings- och frihetsbrott;2014;Okt;4;62;
Aneby kommun;Vårdslöshet- och vållandebrott;2014;Okt;0;0;
