Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2014;Sep;232;821;
Ale kommun;Våldsbrott ;2014;Sep;29;103;
Ale kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;33;117;
Ale kommun;Vårdslöshet- och vållandebrott;2014;Sep;3;11;
Ale kommun;Stöldbrott;2014;Sep;104;368;
Ale kommun;Bilbrott;2014;Sep;24;85;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;23;81;
Ale kommun;Vissa trafikbrott;2014;Sep;13;46;
Ale kommun;Alkohol- och narkotikabrott;2014;Sep;12;42;
Ale kommun;Vapenbrott;2014;Sep;1;4;
Alingsås kommun;Totalt antal brott;2014;Sep;389;1000;
Alingsås kommun;Våldsbrott ;2014;Sep;37;95;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;33;85;
Alingsås kommun;Vårdslöshet- och vållandebrott;2014;Sep;4;10;
Alingsås kommun;Stöldbrott;2014;Sep;141;362;
Alingsås kommun;Bilbrott;2014;Sep;21;54;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;30;77;
Alingsås kommun;Vissa trafikbrott;2014;Sep;44;113;
Alingsås kommun;Alkohol- och narkotikabrott;2014;Sep;49;126;
Alingsås kommun;Vapenbrott;2014;Sep;6;15;
Alvesta kommun;Totalt antal brott;2014;Sep;123;634;
Alvesta kommun;Våldsbrott ;2014;Sep;10;52;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;21;108;
Alvesta kommun;Vårdslöshet- och vållandebrott;2014;Sep;0;0;
Alvesta kommun;Stöldbrott;2014;Sep;52;268;
Alvesta kommun;Bilbrott;2014;Sep;15;77;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;17;88;
Alvesta kommun;Vissa trafikbrott;2014;Sep;10;52;
Alvesta kommun;Alkohol- och narkotikabrott;2014;Sep;7;36;
Alvesta kommun;Vapenbrott;2014;Sep;2;10;
Aneby kommun;Totalt antal brott;2014;Sep;44;687;
Aneby kommun;Våldsbrott ;2014;Sep;1;16;
Aneby kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;7;109;
Aneby kommun;Vårdslöshet- och vållandebrott;2014;Sep;0;0;
Aneby kommun;Stöldbrott;2014;Sep;24;375;
Aneby kommun;Bilbrott;2014;Sep;3;47;
Aneby kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;4;62;
Aneby kommun;Vissa trafikbrott;2014;Sep;3;47;
Aneby kommun;Alkohol- och narkotikabrott;2014;Sep;4;62;
Aneby kommun;Vapenbrott;2014;Sep;0;0;
Arboga kommun;Totalt antal brott;2014;Sep;124;914;
Arboga kommun;Våldsbrott ;2014;Sep;13;96;
Arboga kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;20;147;
Arboga kommun;Vårdslöshet- och vållandebrott;2014;Sep;0;0;
Arboga kommun;Stöldbrott;2014;Sep;48;354;
Arboga kommun;Bilbrott;2014;Sep;12;88;
Arboga kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;19;140;
Arboga kommun;Vissa trafikbrott;2014;Sep;9;66;
Arboga kommun;Alkohol- och narkotikabrott;2014;Sep;10;74;
Arboga kommun;Vapenbrott;2014;Sep;2;15;
Arjeplog kommun;Totalt antal brott;2014;Sep;18;612;
Arjeplog kommun;Våldsbrott ;2014;Sep;0;0;
Arjeplog kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;1;34;
Arjeplog kommun;Vårdslöshet- och vållandebrott;2014;Sep;0;0;
Arjeplog kommun;Stöldbrott;2014;Sep;9;306;
Arjeplog kommun;Bilbrott;2014;Sep;0;0;
Arjeplog kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;3;102;
Arjeplog kommun;Vissa trafikbrott;2014;Sep;0;0;
Arjeplog kommun;Alkohol- och narkotikabrott;2014;Sep;0;0;
Arjeplog kommun;Vapenbrott;2014;Sep;0;0;
Arvidsjaur kommun;Totalt antal brott;2014;Sep;52;803;
Arvidsjaur kommun;Våldsbrott ;2014;Sep;6;93;
Arvidsjaur kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;3;46;
Arvidsjaur kommun;Vårdslöshet- och vållandebrott;2014;Sep;0;0;
Arvidsjaur kommun;Stöldbrott;2014;Sep;26;401;
Arvidsjaur kommun;Bilbrott;2014;Sep;5;77;
Arvidsjaur kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;8;124;
Arvidsjaur kommun;Vissa trafikbrott;2014;Sep;0;0;
Arvidsjaur kommun;Alkohol- och narkotikabrott;2014;Sep;0;0;
Arvidsjaur kommun;Vapenbrott;2014;Sep;3;46;
Arvika kommun;Totalt antal brott;2014;Sep;242;938;
Arvika kommun;Våldsbrott ;2014;Sep;17;66;
Arvika kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;29;112;
Arvika kommun;Vårdslöshet- och vållandebrott;2014;Sep;2;8;
Arvika kommun;Stöldbrott;2014;Sep;107;415;
Arvika kommun;Bilbrott;2014;Sep;27;105;
Arvika kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;20;78;
Arvika kommun;Vissa trafikbrott;2014;Sep;21;81;
Arvika kommun;Alkohol- och narkotikabrott;2014;Sep;31;120;
Arvika kommun;Vapenbrott;2014;Sep;3;12;
Askersund kommun;Totalt antal brott;2014;Sep;90;810;
Askersund kommun;Våldsbrott ;2014;Sep;8;72;
Askersund kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;13;117;
Askersund kommun;Vårdslöshet- och vållandebrott;2014;Sep;2;18;
Askersund kommun;Stöldbrott;2014;Sep;31;279;
Askersund kommun;Bilbrott;2014;Sep;7;63;
Askersund kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;12;108;
Askersund kommun;Vissa trafikbrott;2014;Sep;7;63;
Askersund kommun;Alkohol- och narkotikabrott;2014;Sep;9;81;
Askersund kommun;Vapenbrott;2014;Sep;1;9;
Avesta kommun;Totalt antal brott;2014;Sep;165;757;
Avesta kommun;Våldsbrott ;2014;Sep;10;46;
Avesta kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;39;179;
Avesta kommun;Vårdslöshet- och vållandebrott;2014;Sep;0;0;
Avesta kommun;Stöldbrott;2014;Sep;61;280;
Avesta kommun;Bilbrott;2014;Sep;13;60;
Avesta kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;12;55;
Avesta kommun;Vissa trafikbrott;2014;Sep;13;60;
Avesta kommun;Alkohol- och narkotikabrott;2014;Sep;12;55;
Avesta kommun;Vapenbrott;2014;Sep;0;0;
Bengtsfors kommun;Totalt antal brott;2014;Sep;60;628;
Bengtsfors kommun;Våldsbrott ;2014;Sep;4;42;
Bengtsfors kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;8;84;
Bengtsfors kommun;Vårdslöshet- och vållandebrott;2014;Sep;0;0;
Bengtsfors kommun;Stöldbrott;2014;Sep;24;251;
Bengtsfors kommun;Bilbrott;2014;Sep;4;42;
Bengtsfors kommun;Skadegörelsebrott (inkl. mordbrand);2014;Sep;7;73;
Bengtsfors kommun;Vissa trafikbrott;2014;Sep;6;63;
Bengtsfors kommun;Alkohol- och narkotikabrott;2014;Sep;2;21;
Bengtsfors kommun;Vapenbrott;2014;Sep;0;0;
Berg kommun;Totalt antal brott;2014;Sep;42;590;
Berg kommun;Våldsbrott ;2014;Sep;3;42;
Berg kommun;Hot-, kränknings- och frihetsbrott;2014;Sep;6;84;
