Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2015;Nov;164;573;
Ale kommun;Våldsbrott ;2015;Nov;14;49;
Ale kommun;Hot-, kränknings- och frihetsbrott;2015;Nov;22;77;
Ale kommun;Vårdslöshet- och vållandebrott;2015;Nov;2;7;
Ale kommun;Stöldbrott;2015;Nov;69;241;
Ale kommun;Bilbrott;2015;Nov;13;45;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2015;Nov;13;45;
Ale kommun;Vissa trafikbrott;2015;Nov;17;59;
Ale kommun;Alkohol- och narkotikabrott;2015;Nov;17;59;
Ale kommun;Vapenbrott;2015;Nov;1;3;
Alingsås kommun;Totalt antal brott;2015;Nov;292;741;
Alingsås kommun;Våldsbrott ;2015;Nov;22;56;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2015;Nov;32;81;
Alingsås kommun;Vårdslöshet- och vållandebrott;2015;Nov;3;8;
Alingsås kommun;Stöldbrott;2015;Nov;88;223;
Alingsås kommun;Bilbrott;2015;Nov;18;46;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2015;Nov;32;81;
Alingsås kommun;Vissa trafikbrott;2015;Nov;40;102;
Alingsås kommun;Alkohol- och narkotikabrott;2015;Nov;52;132;
Alingsås kommun;Vapenbrott;2015;Nov;10;25;
Alvesta kommun;Totalt antal brott;2015;Nov;103;527;
Alvesta kommun;Våldsbrott ;2015;Nov;15;77;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2015;Nov;23;118;
Alvesta kommun;Vårdslöshet- och vållandebrott;2015;Nov;1;5;
Alvesta kommun;Stöldbrott;2015;Nov;36;184;
Alvesta kommun;Bilbrott;2015;Nov;7;36;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2015;Nov;9;46;
Alvesta kommun;Vissa trafikbrott;2015;Nov;4;20;
Alvesta kommun;Alkohol- och narkotikabrott;2015;Nov;4;20;
Alvesta kommun;Vapenbrott;2015;Nov;2;10;
Aneby kommun;Totalt antal brott;2015;Nov;43;663;
Aneby kommun;Våldsbrott ;2015;Nov;2;31;
Aneby kommun;Hot-, kränknings- och frihetsbrott;2015;Nov;15;231;
Aneby kommun;Vårdslöshet- och vållandebrott;2015;Nov;1;15;
Aneby kommun;Stöldbrott;2015;Nov;14;216;
Aneby kommun;Bilbrott;2015;Nov;3;46;
Aneby kommun;Skadegörelsebrott (inkl. mordbrand);2015;Nov;4;62;
Aneby kommun;Vissa trafikbrott;2015;Nov;2;31;
Aneby kommun;Alkohol- och narkotikabrott;2015;Nov;3;46;
Aneby kommun;Vapenbrott;2015;Nov;0;0;
Arboga kommun;Totalt antal brott;2015;Nov;117;851;
Arboga kommun;Våldsbrott ;2015;Nov;10;73;
Arboga kommun;Hot-, kränknings- och frihetsbrott;2015;Nov;16;116;
Arboga kommun;Vårdslöshet- och vållandebrott;2015;Nov;1;7;
Arboga kommun;Stöldbrott;2015;Nov;53;386;
Arboga kommun;Bilbrott;2015;Nov;6;44;
Arboga kommun;Skadegörelsebrott (inkl. mordbrand);2015;Nov;9;65;
Arboga kommun;Vissa trafikbrott;2015;Nov;13;95;
Arboga kommun;Alkohol- och narkotikabrott;2015;Nov;11;80;
Arboga kommun;Vapenbrott;2015;Nov;0;0;
Arjeplog kommun;Totalt antal brott;2015;Nov;18;621;
Arjeplog kommun;Våldsbrott ;2015;Nov;2;69;
Arjeplog kommun;Hot-, kränknings- och frihetsbrott;2015;Nov;3;104;
Arjeplog kommun;Vårdslöshet- och vållandebrott;2015;Nov;0;0;
Arjeplog kommun;Stöldbrott;2015;Nov;8;276;
Arjeplog kommun;Bilbrott;2015;Nov;2;69;
Arjeplog kommun;Skadegörelsebrott (inkl. mordbrand);2015;Nov;2;69;
Arjeplog kommun;Vissa trafikbrott;2015;Nov;1;35;
Arjeplog kommun;Alkohol- och narkotikabrott;2015;Nov;0;0;
Arjeplog kommun;Vapenbrott;2015;Nov;0;0;
Arvidsjaur kommun;Totalt antal brott;2015;Nov;44;679;
Arvidsjaur kommun;Våldsbrott ;2015;Nov;4;62;
