Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2013;Apr;185;662;
Ale kommun;Våldsbrott ;2013;Apr;10;36;
Ale kommun;Hot-, kränknings- och frihetsbrott;2013;Apr;22;79;
Ale kommun;Vårdslöshet- och vållandebrott;2013;Apr;2;7;
Ale kommun;Stöldbrott;2013;Apr;88;315;
Ale kommun;Bilbrott;2013;Apr;35;125;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2013;Apr;27;97;
Ale kommun;Vissa trafikbrott;2013;Apr;12;43;
Ale kommun;Alkohol- och narkotikabrott;2013;Apr;14;50;
Ale kommun;Vapenbrott;2013;Apr;0;0;
Alingsås kommun;Totalt antal brott;2013;Apr;277;720;
Alingsås kommun;Våldsbrott ;2013;Apr;16;42;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2013;Apr;36;94;
Alingsås kommun;Vårdslöshet- och vållandebrott;2013;Apr;5;13;
Alingsås kommun;Stöldbrott;2013;Apr;84;218;
Alingsås kommun;Bilbrott;2013;Apr;21;55;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2013;Apr;28;73;
Alingsås kommun;Vissa trafikbrott;2013;Apr;23;60;
Alingsås kommun;Alkohol- och narkotikabrott;2013;Apr;54;140;
Alingsås kommun;Vapenbrott;2013;Apr;7;18;
Alvesta kommun;Totalt antal brott;2013;Apr;115;600;
Alvesta kommun;Våldsbrott ;2013;Apr;3;16;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2013;Apr;14;73;
Alvesta kommun;Vårdslöshet- och vållandebrott;2013;Apr;4;21;
Alvesta kommun;Stöldbrott;2013;Apr;54;282;
Alvesta kommun;Bilbrott;2013;Apr;8;42;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2013;Apr;5;26;
Alvesta kommun;Vissa trafikbrott;2013;Apr;10;52;
Alvesta kommun;Alkohol- och narkotikabrott;2013;Apr;10;52;
Alvesta kommun;Vapenbrott;2013;Apr;2;10;
