Region;Brott;År;Period;Antal;/100 000 inv
Burlöv kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;8;46;
Burlöv kommun;Vapenbrott;2016 prel.;Jan;1;6;
Båstad kommun;Totalt antal brott;2016 prel.;Jan;86;598;
Båstad kommun;Våldsbrott ;2016 prel.;Jan;10;70;
Båstad kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;10;70;
Båstad kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;3;21;
Båstad kommun;Stöldbrott;2016 prel.;Jan;47;327;
Båstad kommun;Bilbrott;2016 prel.;Jan;11;77;
Båstad kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;4;28;
Båstad kommun;Vissa trafikbrott;2016 prel.;Jan;3;21;
Båstad kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;1;7;
Båstad kommun;Vapenbrott;2016 prel.;Jan;1;7;
Dals-Ed kommun;Totalt antal brott;2016 prel.;Jan;29;604;
Dals-Ed kommun;Våldsbrott ;2016 prel.;Jan;2;42;
Dals-Ed kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;8;167;
Dals-Ed kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;0;0;
Dals-Ed kommun;Stöldbrott;2016 prel.;Jan;11;229;
Dals-Ed kommun;Bilbrott;2016 prel.;Jan;3;63;
Dals-Ed kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;1;21;
Dals-Ed kommun;Vissa trafikbrott;2016 prel.;Jan;3;63;
Dals-Ed kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;0;0;
Dals-Ed kommun;Vapenbrott;2016 prel.;Jan;0;0;
Danderyd kommun;Totalt antal brott;2016 prel.;Jan;352;1086;
Danderyd kommun;Våldsbrott ;2016 prel.;Jan;15;46;
Danderyd kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;33;102;
Danderyd kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;1;3;
Danderyd kommun;Stöldbrott;2016 prel.;Jan;110;339;
Danderyd kommun;Bilbrott;2016 prel.;Jan;41;126;
Danderyd kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;135;416;
Danderyd kommun;Vissa trafikbrott;2016 prel.;Jan;18;56;
Danderyd kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;12;37;
Danderyd kommun;Vapenbrott;2016 prel.;Jan;2;6;
Degerfors kommun;Totalt antal brott;2016 prel.;Jan;45;472;
Degerfors kommun;Våldsbrott ;2016 prel.;Jan;0;0;
Degerfors kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;7;73;
Degerfors kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;0;0;
Degerfors kommun;Stöldbrott;2016 prel.;Jan;18;189;
Degerfors kommun;Bilbrott;2016 prel.;Jan;6;63;
Degerfors kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;10;105;
Degerfors kommun;Vissa trafikbrott;2016 prel.;Jan;6;63;
Degerfors kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;5;52;
Degerfors kommun;Vapenbrott;2016 prel.;Jan;0;0;
Dorotea kommun;Totalt antal brott;2016 prel.;Jan;14;511;
Dorotea kommun;Våldsbrott ;2016 prel.;Jan;2;73;
Dorotea kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;2;73;
Dorotea kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;0;0;
Dorotea kommun;Stöldbrott;2016 prel.;Jan;2;73;
