Region;Brott;År;Period;Antal;/100 000 inv
Ale kommun;Totalt antal brott;2015;Jan;221;772;
Ale kommun;Våldsbrott ;2015;Jan;15;52;
Ale kommun;Hot-, kränknings- och frihetsbrott;2015;Jan;27;94;
Ale kommun;Vårdslöshet- och vållandebrott;2015;Jan;0;0;
Ale kommun;Stöldbrott;2015;Jan;99;346;
Ale kommun;Bilbrott;2015;Jan;32;112;
Ale kommun;Skadegörelsebrott (inkl. mordbrand);2015;Jan;33;115;
Ale kommun;Vissa trafikbrott;2015;Jan;11;38;
Ale kommun;Alkohol- och narkotikabrott;2015;Jan;11;38;
Ale kommun;Vapenbrott;2015;Jan;8;28;
Alingsås kommun;Totalt antal brott;2015;Jan;324;822;
Alingsås kommun;Våldsbrott ;2015;Jan;15;38;
Alingsås kommun;Hot-, kränknings- och frihetsbrott;2015;Jan;41;104;
Alingsås kommun;Vårdslöshet- och vållandebrott;2015;Jan;3;8;
Alingsås kommun;Stöldbrott;2015;Jan;103;261;
Alingsås kommun;Bilbrott;2015;Jan;60;152;
Alingsås kommun;Skadegörelsebrott (inkl. mordbrand);2015;Jan;57;145;
Alingsås kommun;Vissa trafikbrott;2015;Jan;17;43;
Alingsås kommun;Alkohol- och narkotikabrott;2015;Jan;49;124;
Alingsås kommun;Vapenbrott;2015;Jan;8;20;
Alvesta kommun;Totalt antal brott;2015;Jan;125;640;
Alvesta kommun;Våldsbrott ;2015;Jan;13;67;
Alvesta kommun;Hot-, kränknings- och frihetsbrott;2015;Jan;20;102;
Alvesta kommun;Vårdslöshet- och vållandebrott;2015;Jan;2;10;
Alvesta kommun;Stöldbrott;2015;Jan;20;102;
Alvesta kommun;Bilbrott;2015;Jan;11;56;
Alvesta kommun;Skadegörelsebrott (inkl. mordbrand);2015;Jan;46;235;
Alvesta kommun;Vissa trafikbrott;2015;Jan;4;20;
Alvesta kommun;Alkohol- och narkotikabrott;2015;Jan;2;10;
Alvesta kommun;Vapenbrott;2015;Jan;0;0;
Aneby kommun;Totalt antal brott;2015;Jan;37;571;
Aneby kommun;Våldsbrott ;2015;Jan;2;31;
Aneby kommun;Hot-, kränknings- och frihetsbrott;2015;Jan;11;170;
Aneby kommun;Vårdslöshet- och vållandebrott;2015;Jan;0;0;
Aneby kommun;Stöldbrott;2015;Jan;11;170;
Aneby kommun;Bilbrott;2015;Jan;2;31;
Aneby kommun;Skadegörelsebrott (inkl. mordbrand);2015;Jan;1;15;
Aneby kommun;Vissa trafikbrott;2015;Jan;2;31;
Aneby kommun;Alkohol- och narkotikabrott;2015;Jan;5;77;
Aneby kommun;Vapenbrott;2015;Jan;0;0;
Arboga kommun;Totalt antal brott;2015;Jan;85;618;
Arboga kommun;Våldsbrott ;2015;Jan;5;36;
Arboga kommun;Hot-, kränknings- och frihetsbrott;2015;Jan;15;109;
Arboga kommun;Vårdslöshet- och vållandebrott;2015;Jan;1;7;
Arboga kommun;Stöldbrott;2015;Jan;31;226;
Arboga kommun;Bilbrott;2015;Jan;9;65;
Arboga kommun;Skadegörelsebrott (inkl. mordbrand);2015;Jan;10;73;
Arboga kommun;Vissa trafikbrott;2015;Jan;9;65;
Arboga kommun;Alkohol- och narkotikabrott;2015;Jan;9;65;
Arboga kommun;Vapenbrott;2015;Jan;0;0;
Arjeplog kommun;Totalt antal brott;2015;Jan;19;656;
Arjeplog kommun;Våldsbrott ;2015;Jan;2;69;
Arjeplog kommun;Hot-, kränknings- och frihetsbrott;2015;Jan;3;104;
Arjeplog kommun;Vårdslöshet- och vållandebrott;2015;Jan;0;0;
Arjeplog kommun;Stöldbrott;2015;Jan;8;276;
Arjeplog kommun;Bilbrott;2015;Jan;4;138;
Arjeplog kommun;Skadegörelsebrott (inkl. mordbrand);2015;Jan;0;0;
Arjeplog kommun;Vissa trafikbrott;2015;Jan;3;104;
Arjeplog kommun;Alkohol- och narkotikabrott;2015;Jan;2;69;
Arjeplog kommun;Vapenbrott;2015;Jan;0;0;
Arvidsjaur kommun;Totalt antal brott;2015;Jan;49;756;
Arvidsjaur kommun;Våldsbrott ;2015;Jan;3;46;
Arvidsjaur kommun;Hot-, kränknings- och frihetsbrott;2015;Jan;6;93;
Arvidsjaur kommun;Vårdslöshet- och vållandebrott;2015;Jan;0;0;
Arvidsjaur kommun;Stöldbrott;2015;Jan;23;355;
Arvidsjaur kommun;Bilbrott;2015;Jan;12;185;
Arvidsjaur kommun;Skadegörelsebrott (inkl. mordbrand);2015;Jan;4;62;
Arvidsjaur kommun;Vissa trafikbrott;2015;Jan;5;77;
Arvidsjaur kommun;Alkohol- och narkotikabrott;2015;Jan;7;108;
Arvidsjaur kommun;Vapenbrott;2015;Jan;2;31;
Arvika kommun;Totalt antal brott;2015;Jan;232;899;
Arvika kommun;Våldsbrott ;2015;Jan;19;74;
Arvika kommun;Hot-, kränknings- och frihetsbrott;2015;Jan;37;143;
Arvika kommun;Vårdslöshet- och vållandebrott;2015;Jan;2;8;
Arvika kommun;Stöldbrott;2015;Jan;62;240;
Arvika kommun;Bilbrott;2015;Jan;11;43;
Arvika kommun;Skadegörelsebrott (inkl. mordbrand);2015;Jan;17;66;
Arvika kommun;Vissa trafikbrott;2015;Jan;18;70;
Arvika kommun;Alkohol- och narkotikabrott;2015;Jan;47;182;
Arvika kommun;Vapenbrott;2015;Jan;6;23;
Askersund kommun;Totalt antal brott;2015;Jan;76;683;
Askersund kommun;Våldsbrott ;2015;Jan;9;81;
Askersund kommun;Hot-, kränknings- och frihetsbrott;2015;Jan;13;117;
Askersund kommun;Vårdslöshet- och vållandebrott;2015;Jan;2;18;
Askersund kommun;Stöldbrott;2015;Jan;19;171;
Askersund kommun;Bilbrott;2015;Jan;0;0;
Askersund kommun;Skadegörelsebrott (inkl. mordbrand);2015;Jan;1;9;
Askersund kommun;Vissa trafikbrott;2015;Jan;3;27;
Askersund kommun;Alkohol- och narkotikabrott;2015;Jan;22;198;
Askersund kommun;Vapenbrott;2015;Jan;0;0;
Avesta kommun;Totalt antal brott;2015;Jan;134;598;
Avesta kommun;Våldsbrott ;2015;Jan;11;49;
